journal|year|author|repec
American Economic Review|2003|Jason F. Shogren|psh64
American Economic Review|2003|Michael Kremer|pkr20
American Economic Review|2003|Charles Morcom|pkr20
American Economic Review|2003|Daniel Kahneman|pka60
American Economic Review|2003|Albert Marcet|pma173
American Economic Review|2003|Juan P. Nicolini|pni159
American Economic Review|2003|Orazio P. Attanasio|none
American Economic Review|2003|Susann Rohwedder|pro270
American Economic Review|2003|Avinash Dixit|pdi79
American Economic Review|2003|Luisa Lambertini|pla95
American Economic Review|2003|Julio J. Rotemberg|pro30
American Economic Review|2003|Brian A. Jacob|none
American Economic Review|2003|Lars Lefgren|ple392
American Economic Review|2003|Ariel Pakes|ppa20
American Economic Review|2003|William A. Brock|pbr142
American Economic Review|2003|Anastasios Xepapadeas|pxe1
American Economic Review|2003|Charles W. Calomiris|pca421
American Economic Review|2003|Joseph R. Mason|none
American Economic Review|2003|Paul W. Rhode|prh14
American Economic Review|2003|Koleman S. Strumpf|none
American Economic Review|2003|Jean Tirole|pti33
American Economic Review|2003|Christopher R. Knittel|pkn5
American Economic Review|2003|Victor Stango|pst264
American Economic Review|2003|Eliana La Ferrara|pla68
American Economic Review|2003|W. David Bradford|pbr257
American Economic Review|2003|W. David Bradford|pbr257
American Economic Review|2003|Kenneth Burdett|pbu202
American Economic Review|2003|Ricardo Lagos|pla18
American Economic Review|2003|Randall Wright|pwr2
American Economic Review|2003|Farley Grubb|pgr272
American Economic Review|2003|Dorothe Bonjour|pbo753
American Economic Review|2003|Lynn F. Cherkas|none
American Economic Review|2003|Jonathan E. Haskel|pha161
American Economic Review|2003|Denise D. Hawkes|pha230
American Economic Review|2003|Tim D. Spector|none
American Economic Review|2003|Janet Currie|pcu13
American Economic Review|2003|Mark Stabile|pst179
American Economic Review|2003|Avinash Dixit|pdi79
American Economic Review|2003|Sergiu Hart|pha148
American Economic Review|2003|Andreu Mas-Colell|pma1422
American Economic Review|2004|Peter Diamond|pdi24
American Economic Review|2004|Torsten Persson|ppe28
American Economic Review|2004|Guido Tabellini|pta37
American Economic Review|2004|Boyan Jovanovic|pjo20
American Economic Review|2004|Tilman Borgers|pbo407
American Economic Review|2004|John Romalis|pro652
American Economic Review|2004|Andrew K. Rose|pro71
American Economic Review|2004|Rafael Di Tella|pdi128
American Economic Review|2004|Ernesto Schargrodsky|psc348
American Economic Review|2004|Bruce A. Blonigen|pbl165
American Economic Review|2004|Jee-Hyeong Park|none
American Economic Review|2004|Lance Lochner|plo31
American Economic Review|2004|Enrico Moretti|pmo392
American Economic Review|2004|Thomas A. Lubik|plu38
American Economic Review|2004|Frank Schorfheide|psc19
American Economic Review|2004|Peter Kuhn|pku26
American Economic Review|2004|Mikal Skuterud|psk40
American Economic Review|2004|Brian A. Jacob|none
American Economic Review|2004|Michael Keen|pke18
American Economic Review|2004|Michael Keen|pke18
American Economic Review|2004|David Wildasin|pwi3
American Economic Review|2004|Martin Lettau|ple572
American Economic Review|2004|Sydney C. Ludvigson|plu153
American Economic Review|2004|Elhanan Helpman|phe205
American Economic Review|2004|Marc J. Melitz|pme260
American Economic Review|2004|Stephen R. Yeaple|pye37
American Economic Review|2004|Justine S. Hastings|pha804
American Economic Review|2004|Andrew A. Samwick|psa395
American Economic Review|2004|Jonathan Skinner|psk23
American Economic Review|2004|Martin B. Schmidt|psc96
American Economic Review|2004|David J. Berri|pbe346
American Economic Review|2004|Erik Plug|ppl8
American Economic Review|2004|Eli Feinerman|none
American Economic Review|2004|Israel Finkelshtain|pfi231
American Economic Review|2004|Iddo Kan|pka1399
American Economic Review|2004|Ron Shachar|none
American Economic Review|2004|Barry Nalebuff|pna205
American Economic Review|2004|B. D. McCullough|pmc128
American Economic Review|2004|H. D. Vinod|pvi162
American Economic Review|2004|David M. Drukker|ppr355
American Economic Review|2004|Vince Wiggins|none
American Economic Review|2004|B. D. McCullough|none
American Economic Review|2004|H. D. Vinod|pvi162
American Economic Review|2004|Mervyn King|none
American Economic Review|2004|David J. Baldwin|pba124
American Economic Review|2004|Ronald L. Oaxaca|poa2
American Economic Review|2004|Martin Feldstein|pfe112
American Economic Review|2004|Charles R. Bean|pbe186
American Economic Review|2004|John Y. Campbell|pca54
American Economic Review|2004|Tuomo Vuolteenaho|none
American Economic Review|2004|Bill Dupor|pdu275
American Economic Review|2004|Timothy Conley|pco561
American Economic Review|2004|Owen A. Lamont|pla600
American Economic Review|2004|Jeremy C. Stein|pst43
American Economic Review|2004|Alan Greenspan|pgr439
American Economic Review|2004|Martin Feldstein|pfe112
American Economic Review|2004|Mervyn King|none
American Economic Review|2004|Janet L. Yellen|pye21
American Economic Review|2004|Allen Sinai|none
American Economic Review|2004|Carmen M. Reinhart|pre33
American Economic Review|2004|Kenneth S. Rogoff|pro164
American Economic Review|2004|Sebastian Edwards|ped3
American Economic Review|2004|Joshua Aizenman|pai8
American Economic Review|2004|Joshua Aizenman|pai8
American Economic Review|2004|Alan J. Auerbach|pau33
American Economic Review|2004|Maurice Obstfeld|pob13
American Economic Review|2004|Gauti B. Eggertsson|peg7
American Economic Review|2004|Michael Woodford|pwo3
American Economic Review|2004|Günter Coenen|pco326
American Economic Review|2004|Volker W. Wieland|pwi9
American Economic Review|2004|Ben S. Bernanke|pbe55
American Economic Review|2004|Vincent R. Reinhart|pre75
American Economic Review|2004|George-Marios Angeletos|pan143
American Economic Review|2004|Alessandro Pavan|ppa367
American Economic Review|2004|Andrew Atkeson|pat52
American Economic Review|2004|Patrick J. Kehoe|pke4
American Economic Review|2004|Marco Bassetto|pba77
American Economic Review|2004|Narayana R. Kocherlakota|pko25
American Economic Review|2004|Philippe Bacchetta|pba111
American Economic Review|2004|Eric Van Wincoop|pva387
American Economic Review|2004|Charles Engel|pen14
American Economic Review|2004|Kenneth D. West|pwe16
American Economic Review|2004|Harald Hau|pha313
American Economic Review|2004|Hélène Rey|pre8
American Economic Review|2004|Raphael Bergoeing|pbe8
American Economic Review|2004|Timothy J. Kehoe|pke16
American Economic Review|2004|Vanessa Strauss-Kahn|pst386
American Economic Review|2004|Kei-Mu Yi|pyi44
American Economic Review|2004|Christian Broda|none
American Economic Review|2004|David W. Weinstein|pwe34
American Economic Review|2004|Robert Feenstra|pfe116
American Economic Review|2004|Hiau Looi Kee|pke71
American Economic Review|2004|Jonathan Eaton|pea5
American Economic Review|2004|Samuel Kortum|pko74
American Economic Review|2004|Francis Kramarz|pkr29
American Economic Review|2004|Alan Auerbach|pau33
American Economic Review|2004|Roger Gordon|pgo95
American Economic Review|2004|Laura Kalambokidis|pka1000
American Economic Review|2004|Jeffrey Rohaly|none
American Economic Review|2004|Joel Slemrod|psl10
American Economic Review|2004|Casey Mulligan|pmu64
American Economic Review|2004|James Poterba|ppo19
American Economic Review|2004|Kent Smetters|psm21
American Economic Review|2004|Robert L. Clark|pcl142
American Economic Review|2004|Robert Pozen|none
American Economic Review|2004|Sylvester J. Schieber|none
American Economic Review|2004|John B. Shoven|none
American Economic Review|2004|Kevin J. Murphy|pmu108
American Economic Review|2004|Kevin J. Murphy|pmu108
American Economic Review|2004|Ján Zábojník|pza47
American Economic Review|2004|Luis Garicano|pga77
American Economic Review|2004|Esteban Rossi-Hansberg|pro72
American Economic Review|2004|Robert Gibbons|pgi283
American Economic Review|2004|Michael Waldman|pwa40
American Economic Review|2004|Paul Oyer|poy2
American Economic Review|2004|Casey Ichniowski|pic10
American Economic Review|2004|Kathryn Shaw|psh162
American Economic Review|2004|John J. Abowd|pab175
American Economic Review|2004|John Haltiwanger|pha231
American Economic Review|2004|Julia Lane|pla36
American Economic Review|2004|Sean P. Corcoran|pco81
American Economic Review|2004|William N. Evans|pev28
American Economic Review|2004|Robert M. Schwab|none
American Economic Review|2004|Caroline M. Hoxby|pho46
American Economic Review|2004|Andrew Leigh|ple119
American Economic Review|2004|Joshua D. Angrist|pan29
American Economic Review|2004|Jonathan Guryan|pgu126
American Economic Review|2004|Jonah E. Rockoff|none
American Economic Review|2004|Kim Sosin|pso4
American Economic Review|2004|Betty J. Lecha|none
American Economic Review|2004|Rajshree Agarwal|none
American Economic Review|2004|Robin L. Bartlett|none
American Economic Review|2004|Joseph I. Daniel|pda720
American Economic Review|2004|Sam Allgood|none
American Economic Review|2004|William Bosshardt|pbo248
American Economic Review|2004|Wilbert van der Klaauw|pva186
American Economic Review|2004|Michael Watts|pwa378
American Economic Review|2004|Wendy A. Stock|none
American Economic Review|2004|Lee W. Hansen|none
American Economic Review|2004|John J. Siegfried|none
American Economic Review|2004|Wendy A. Stock|none
American Economic Review|2004|Alan J. Auerbach|pau33
American Economic Review|2004|Francine D. Blau|pbl16
American Economic Review|2004|John B. Shoven|none
American Economic Review|2004|Stephen Cole|none
American Economic Review|2004|Elizabeth Arias|none
American Economic Review|2004|Samuel L. Myers|pmy23
American Economic Review|2004|Caroline S. Turner|none
American Economic Review|2004|John Brooks Slaughter|pha97
American Economic Review|2004|Ronald G. Ehrenberg|peh2
American Economic Review|2004|Eric A. Hanushek|pha97
American Economic Review|2004|Deborah J. Anderson|none
American Economic Review|2004|John J. Cheslock|none
American Economic Review|2004|Elaine Sorensen|none
American Economic Review|2004|Kate Antonovics|pan97
American Economic Review|2004|Robert Town|pto430
American Economic Review|2004|Terra G. Mckinnish|pmc227
American Economic Review|2004|Abhijit Banerjee|pdu166
American Economic Review|2004|Abhijit Banerjee|pdu166
American Economic Review|2004|Angus Deaton|pde30
American Economic Review|2004|Esther Duflo|pdu166
American Economic Review|2004|Anne Case|pca108
American Economic Review|2004|Ingrid Le Roux|pme546
American Economic Review|2004|Ingrid Le Roux|pme546
American Economic Review|2004|Alicia Menendez|pme546
American Economic Review|2004|Paul Gertler|pge194
American Economic Review|2004|David M. Cutler|pcu64
American Economic Review|2004|Robert S. Huckman|phu90
American Economic Review|2004|Mary Beth Landrum|none
American Economic Review|2004|Laurence C. Baker|none
American Economic Review|2004|Christopher C. Afendulis|none
American Economic Review|2004|Paul A. Heidenreich|none
American Economic Review|2004|Avi Dor|none
American Economic Review|2004|Michael Grossman|pgr107
American Economic Review|2004|Siran M. Koroukian|none
American Economic Review|2004|Katherine Baicker|none
American Economic Review|2004|Amitabh Chandra|pch893
American Economic Review|2004|Iris Bohnet|pbo282
American Economic Review|2004|Steffen Huck|phu141
American Economic Review|2004|Mónica C. Capra|pca93
American Economic Review|2004|Lisa R. Anderson|pan209
American Economic Review|2004|Jennifer M. Mellor|pme123
American Economic Review|2004|Jeffrey Milyo|pmi134
American Economic Review|2004|Uri Gneezy|pgn18
American Economic Review|2004|Aldo Rustichini|pru209
American Economic Review|2004|Stephan R. Epstein|none
American Economic Review|2004|Petra Moser|pmo257
American Economic Review|2004|Tom Nicholas|none
American Economic Review|2004|Zorina Khan|none
American Economic Review|2004|Kenneth L. Sokoloff|pso397
American Economic Review|2004|Bryan Caplan|pca389
American Economic Review|2004|Tyler Cowen|none
American Economic Review|2004|Edward L. Glaeser|pgl9
American Economic Review|2004|Andrei Shleifer|psh93
American Economic Review|2004|Marianne Bertrand|pbe697
American Economic Review|2004|Sendhil Mullainathan|pmu103
American Economic Review|2004|Eldar Shafir|none
American Economic Review|2004|Henrik Cronqvist|pcr199
American Economic Review|2004|Richard H. Thaler|pth67
American Economic Review|2004|Daniel Kahneman|pka60
American Economic Review|2004|Alan B. Krueger|pkr63
American Economic Review|2004|David Schkade|pka60
American Economic Review|2004|Norbert Schwarz|none
American Economic Review|2004|Arthur Stone|pst23
American Economic Review|2004|Kevin M. Murphy|pmu108
American Economic Review|2004|Andrei Shleifer|psh93
American Economic Review|2004|David H. Autor|pdo78
American Economic Review|2004|David H. Autor|pdo78
American Economic Review|2004|David H. Autor|pdo78
American Economic Review|2004|John J. Donohue|pdo40
American Economic Review|2004|Stewart J. Schwab|none
American Economic Review|2004|Christine Jolls|none
American Economic Review|2004|Orley Ashenfelter|none
American Economic Review|2004|Michael Greenstone|pgr38
American Economic Review|2004|Preston R. Fee|pmc32
American Economic Review|2004|Hugo M. Mialon|pmi104
American Economic Review|2004|Michael A. Williams|pwi358
American Economic Review|2004|Dennis W. Carlton|pca14
American Economic Review|2004|Rchard Schmalensee|psc313
American Economic Review|2004|Robert Engle|pen9
American Economic Review|2004|Clive W.J. Granger|pgr55
American Economic Review|2004|Antoni Calvó-Armengol|pca168
American Economic Review|2004|Matthew O. Jackson|pja7
American Economic Review|2004|Gary Gorton|pgo458
American Economic Review|2004|Lixin Huang|phu108
American Economic Review|2004|Shachar Kariv|none
American Economic Review|2004|Luis Garicano|pga77
American Economic Review|2004|Tano Santos|none
American Economic Review|2004|Luigi Guiso|pgu58
American Economic Review|2004|Paola Sapienza|none
American Economic Review|2004|Luigi Zingales|pzi101
American Economic Review|2004|Svetlana Boyarchenko|pbo123
American Economic Review|2004|Mike Burkart|pbu112
American Economic Review|2004|Tore Ellingsen|pel76
American Economic Review|2004|David N. Figlio|pfi57
American Economic Review|2004|Maurice E. Lucas|none
American Economic Review|2004|Beata Smarzynska Javorcik|pja78
American Economic Review|2004|Stephen Coate|pco66
American Economic Review|2004|Enrico Moretti|pmo392
American Economic Review|2004|Josh Lerner|ple60
American Economic Review|2004|Jean Tirole|pti33
American Economic Review|2004|F. Andrew Hanssen|pha576
American Economic Review|2004|Paul Frijters|pfr18
American Economic Review|2004|John P. Haisken-DeNew|pha291
American Economic Review|2004|Michael A. Shields|psh20
American Economic Review|2004|John A. List|pli176
American Economic Review|2004|Robert P. Berrens|pbe153
American Economic Review|2004|Alok K. Bohara|pbo509
American Economic Review|2004|Joe Kerkvliet|none
American Economic Review|2004|Karla Hoff|pho255
American Economic Review|2004|Joseph E. Stiglitz|pst33
American Economic Review|2004|Eyal Winter|pwi55
American Economic Review|2004|William Easterly|pea1
American Economic Review|2004|Ross Levine|ple61
American Economic Review|2004|David Roodman|pro120
American Economic Review|2004|Craig Burnside|pbu20
American Economic Review|2004|David Dollar|pdo54
American Economic Review|2004|Antonio Ciccone|pci47
American Economic Review|2004|Leslie M. Marx|pma2696
American Economic Review|2004|Greg Shaffer|none
American Economic Review|2004|R. Preston McAfee|pmc32
American Economic Review|2004|Marius Schwartz|psc463
American Economic Review|2004|Xavier Sala-I-Martin|psa510
American Economic Review|2004|Gernot Doppelhofer|pdo24
American Economic Review|2004|Ronald I. Miller|none
American Economic Review|2004|Kevin X.D. Huang|phu15
American Economic Review|2004|Zheng Liu|pli18
American Economic Review|2004|Louis Phaneuf|pph3
American Economic Review|2004|Dirk Engelmann|pen12
American Economic Review|2004|Martin Strobel|pst403
American Economic Review|2004|Daniel Trefler|ptr44
American Economic Review|2004|George J. Mailath|pma6
American Economic Review|2004|Andrew Postlewaite|none
American Economic Review|2004|Larry Samuelson|psa80
American Economic Review|2004|Jonathan Guryan|pgu126
American Economic Review|2004|Etienne Wasmer|pwa73
American Economic Review|2004|Philippe Weil|pwe97
American Economic Review|2004|Gadi Barlevy|pba129
American Economic Review|2004|Marianne Bertrand|pbe697
American Economic Review|2004|Sendhil Mullainathan|pmu103
American Economic Review|2004|Robert Sugden|psu169
American Economic Review|2004|Eric Maskin|pma498
American Economic Review|2004|Jean Tirole|pti33
American Economic Review|2004|Christina D. Romer|pro406
American Economic Review|2004|Christina D. Romer|pro406
American Economic Review|2004|David H. Romer|pro407
American Economic Review|2004|David H. Romer|pro407
American Economic Review|2004|Ed Hopkins|pho86
American Economic Review|2004|Tatiana Kornienko|pko115
American Economic Review|2004|Gordon H. Hanson|pha80
American Economic Review|2004|Chong Xiang|pxi42
American Economic Review|2004|R.A. Somerville|none
American Economic Review|2004|Eric Van den Steen|pva91
American Economic Review|2004|Priyanka Pandey|none
American Economic Review|2004|Maurizio Mazzocco|pma383
American Economic Review|2004|Luis Felipe Céspedes|pce53
American Economic Review|2004|Luis Felipe Céspedes|pce53
American Economic Review|2004|Roberto Chang|pch80
American Economic Review|2004|Andrés Velasco|none
American Economic Review|2004|Jeffrey R. Campbell|pca89
American Economic Review|2004|Beverly Lapham|pla22
American Economic Review|2004|Sumon Majumdar|pma466
American Economic Review|2004|Sharun W. Mukand|pmu142
American Economic Review|2004|Russell Cooper|pco940
American Economic Review|2004|Jonathan L. Willis|pwi160
American Economic Review|2004|Ricardo J. Caballero|pca44
American Economic Review|2004|Eduardo M.R.A. Engel|pen3
American Economic Review|2004|Russell Cooper|pco940
American Economic Review|2004|Jonathan L. Willis|pwi160
American Economic Review|2004|John Y. Campbell|pca54
American Economic Review|2004|Tuomo Vuolteenaho|none
American Economic Review|2004|Joseph Chen|none
American Economic Review|2004|Harrison Hong|pho390
American Economic Review|2004|Ming Huang|phu425
American Economic Review|2004|Jeffrey D. Kubik|none
American Economic Review|2004|Louis J. Maccini|pma554
American Economic Review|2004|Bartholomew J. Moore|none
American Economic Review|2004|Huntley Schaller|psc216
American Economic Review|2004|Daniele Coen-Pirani|pco4
American Economic Review|2004|Diego Restuccia|pre7
American Economic Review|2004|Carlos Urrutia|pur2
American Economic Review|2004|Robert J. Hill|phi55
American Economic Review|2004|J. Peter Neary|pne11
American Economic Review|2004|Jan Eeckhout|pee1
American Economic Review|2004|Lawrence M. Ausubel|none
American Economic Review|2004|Stephen Coate|pco66
American Economic Review|2004|Michael Conlin|pco290
American Economic Review|2004|Yan Chen|pch1446
American Economic Review|2004|Robert Gazzale|pga178
American Economic Review|2004|Olivier Compte|pco375
American Economic Review|2004|Andrew Postlewaite|none
American Economic Review|2004|B. Douglas Bernheim|pbe81
American Economic Review|2004|Antonio Rangel|none
American Economic Review|2004|Pierre Azoulay|none
American Economic Review|2004|Joshua D. Angrist|pan29
American Economic Review|2004|Kevin Lang|pla83
American Economic Review|2004|Gene M. Grossman|pgr21
American Economic Review|2004|Edwin L.-C. Lai|pla349
American Economic Review|2004|Peter Temin|pte231
American Economic Review|2004|Hans-Joachim Voth|pvo5
American Economic Review|2004|Audrey Light|pli678
American Economic Review|2004|Kathleen McGarry|pmc264
American Economic Review|2004|Alan D. Morrison|none
American Economic Review|2004|William J. Wilhelm Jr|none
American Economic Review|2004|Lucas W. Davis|pda367
American Economic Review|2004|Li Wenli|pli1040
American Economic Review|2004|Pierre -Daniel Sarte|none
American Economic Review|2004|Bruno S. Frey|pfr6
American Economic Review|2004|Stephan Meier|pme62
American Economic Review|2005|Martin Feldstein|pfe112
American Economic Review|2005|Robert Shimer|psh9
American Economic Review|2005|Robert E. Hall|pha128
American Economic Review|2005|Abdul Abiad|pab242
American Economic Review|2005|Ashoka Mody|pmo492
American Economic Review|2005|Tack Yun|pyu145
American Economic Review|2005|Alan J. Auerbach|pau33
American Economic Review|2005|Maurice Obstfeld|pob13
American Economic Review|2005|John H. Cochrane|pco57
American Economic Review|2005|Monika Piazzesi|ppi37
American Economic Review|2005|Òscar Jordà|pjo46
American Economic Review|2005|Jeremy Greenwood|pgr12
American Economic Review|2005|Ananth Seshadri|pse72
American Economic Review|2005|Guillaume Vandenbroucke|pva82
American Economic Review|2005|Daniel M. Bernhofen|pbe514
American Economic Review|2005|John C. Brown|none
American Economic Review|2005|José Wynne|pwy4
American Economic Review|2005|Bhagwan Chowdhry|none
American Economic Review|2005|Richard Roll|pro507
American Economic Review|2005|Yihong Xia|none
American Economic Review|2005|Gary S. Becker|pbe29
American Economic Review|2005|Tomas J. Philipson|pph37
American Economic Review|2005|Rodrigo R. Soares|pso51
American Economic Review|2005|Carolyn L. Evans|pev40
American Economic Review|2005|James Harrigan|pha151
American Economic Review|2005|Antonio Rangel|none
American Economic Review|2005|Daniel Diermeier|none
American Economic Review|2005|Michael Keane|pke18
American Economic Review|2005|Antonio Merlo|pme29
American Economic Review|2005|Sharun W. Mukand|pmu142
American Economic Review|2005|Dani Rodrik|pro60
American Economic Review|2005|Uri Gneezy|pgn18
American Economic Review|2005|Wolfram Schlenker|psc210
American Economic Review|2005|W. Michael Hanemann|pha1102
American Economic Review|2005|Anthony C. Fisher|none
American Economic Review|2005|Derek Leslie|none
American Economic Review|2005|Costas Meghir|pme144
American Economic Review|2005|Mårten Palme|ppa618
American Economic Review|2005|Refet S. Gürkaynak|pgu93
American Economic Review|2005|Brian Sack|none
American Economic Review|2005|Eric Swanson|psw16
American Economic Review|2005|Sandra E. Black|pbl92
American Economic Review|2005|Paul J. Devereux|pde187
American Economic Review|2005|Kjell G. Salvanes|psa3
American Economic Review|2005|Peter Thompson|pth1
American Economic Review|2005|Melanie Fox-Kean|pfo87
American Economic Review|2005|Rebecca Henderson|phe120
American Economic Review|2005|Adam Jaffe|pja49
American Economic Review|2005|Manuel Trajtenberg|ptr35
American Economic Review|2005|Peter Thompson|pth1
American Economic Review|2005|Melanie Fox-Kean|pfo87
American Economic Review|2005|Dan Levin|ple601
American Economic Review|2005|Richard Engelbrecht-Wiggans|none
American Economic Review|2005|John A. List|pli176
American Economic Review|2005|David H. Reiley|pre371
American Economic Review|2005|Oliver E. Williamson|pwi200
American Economic Review|2005|J. David Baldwin|pba124
American Economic Review|2005|J. David Baldwin|pba124
American Economic Review|2005|Ronald L. Oaxaca|poa2
American Economic Review|2005|Daniel L. McFadden|pmc7
American Economic Review|2005|Gene M. Grossman|pgr21
American Economic Review|2005|Elhanan Helpman|phe205
American Economic Review|2005|Adam Szeidl|psz25
American Economic Review|2005|Pol Antràs|pan181
American Economic Review|2005|Mihir A. Desai|none
American Economic Review|2005|C. Fritz Foley|none
American Economic Review|2005|James R. Hines Jr.|phi111
American Economic Review|2005|Robert P. Inman|none
American Economic Review|2005|Daniel L. Rubinfeld|none
American Economic Review|2005|Daron Acemoglu|pac16
American Economic Review|2005|Simon Johnson|pjo44
American Economic Review|2005|James A. Robinson|pro179
American Economic Review|2005|Pierre Yared|pya107
American Economic Review|2005|Dani Rodrik|pro60
American Economic Review|2005|Romain Wacziarg|pwa67
American Economic Review|2005|George J. Borjas|pbo44
American Economic Review|2005|Richard B. Freeman|pfr23
American Economic Review|2005|Yiu Por Chen|pch696
American Economic Review|2005|Paula Stephan|pst458
American Economic Review|2005|Jennifer Ma|pla396
American Economic Review|2005|Philip N. Jefferson|pje184
American Economic Review|2005|Lisa Barrow|pba144
American Economic Review|2005|Cecilia Elena Rouse|none
American Economic Review|2005|Nada Eissa|none
American Economic Review|2005|Austin Nichols|pni54
American Economic Review|2005|Marianne Bertrand|pbe697
American Economic Review|2005|Dolly Chugh|none
American Economic Review|2005|Sendhil Mullainathan|pmu103
American Economic Review|2005|Rebecca M. Blank|pbl56
American Economic Review|2005|Hanming Fang|pfa17
American Economic Review|2005|Glenn C. Loury|plo117
American Economic Review|2005|Joseph G. Altonji|pal266
American Economic Review|2005|Lawrence E. Blume|pbl4
American Economic Review|2005|Lawrence E. Blume|pbl4
American Economic Review|2005|Charles F. Manski|pma111
American Economic Review|2005|Nicola Persico|ppe261
American Economic Review|2005|Petra E. Todd|pto286
American Economic Review|2005|Steven N. Durlauf|pdu117
American Economic Review|2005|Robert H. Frank|pfr260
American Economic Review|2005|Thomas J. Kniesner|pkn21
American Economic Review|2005|W. Kip Viscusi|pvi69
American Economic Review|2005|Sara J. Solnick|none
American Economic Review|2005|David Hemenway|none
American Economic Review|2005|Eric P. Bettinger|pbe413
American Economic Review|2005|Bridget Terry Long|plo320
American Economic Review|2005|Thomas S. Dee|pde619
American Economic Review|2005|Donald Boyd|none
American Economic Review|2005|Hamilton Lankford|none
American Economic Review|2005|Susanna Loeb|none
American Economic Review|2005|James Wyckoff|pwy10
American Economic Review|2005|William E. Becker|pbe156
American Economic Review|2005|Peter E. Kennedy|pke194
American Economic Review|2005|William B. Walstad|none
American Economic Review|2005|Sam Allgood|none
American Economic Review|2005|Ronald G. Ehrenberg|peh2
American Economic Review|2005|Alicia Adsera|pad25
American Economic Review|2005|Charlene M. Kalenkoski|pka486
American Economic Review|2005|David C. Ribar|pri33
American Economic Review|2005|Leslie S. Stratton|pst181
American Economic Review|2005|Diane Whitmore|none
American Economic Review|2005|Lucie Schmidt|psc90
American Economic Review|2005|Michael Chernew|pto430
American Economic Review|2005|David Cutler|pcu64
American Economic Review|2005|Patricia Seliger Keenan|none
American Economic Review|2005|Katherine Baicker|none
American Economic Review|2005|Amitabh Chandra|pch893
American Economic Review|2005|Mark V. Pauly|none
American Economic Review|2005|Amy Finkelstein|pfi264
American Economic Review|2005|Kathleen McGarry|pmc264
American Economic Review|2005|Amir Sufi|psu303
American Economic Review|2005|Anne Case|pca108
American Economic Review|2005|Angus Deaton|pde30
American Economic Review|2005|Dana Goldman|pgo681
American Economic Review|2005|James P. Smith|psm28
American Economic Review|2005|David M. Cutler|pcu64
American Economic Review|2005|Edward Glaeser|pgl9
American Economic Review|2005|Martin Gaynor|pga1
American Economic Review|2005|Harald Seider|none
American Economic Review|2005|William B. Vogt|pvo14
American Economic Review|2005|Anna Aizer|none
American Economic Review|2005|Anna Aizer|none
American Economic Review|2005|Adriana Lleras-Muney|pll45
American Economic Review|2005|Mark Stabile|pst179
American Economic Review|2005|Tomas Philipson|pph37
American Economic Review|2005|Jay Bhattacharya|none
American Economic Review|2005|Douglas Almond|pal938
American Economic Review|2005|Bhashkar Mazumder|pma1341
American Economic Review|2005|Sara Markowitz|pma138
American Economic Review|2005|Michael Grossman|pgr107
American Economic Review|2005|Christopher S. Carpenter|pca802
American Economic Review|2005|Donald S. Kenkel|pke44
American Economic Review|2005|Philip J. Cook|pco30
American Economic Review|2005|Jan Ostermann|none
American Economic Review|2005|Frank A. Sloan|psl34
American Economic Review|2005|Antonio M. Bento|pbe765
American Economic Review|2005|Lawrence H. Goulder|none
American Economic Review|2005|Emeric Henry|phe168
American Economic Review|2005|Mark R. Jacobsen|none
American Economic Review|2005|Roger H. von Haefen|pvo149
American Economic Review|2005|Ian W. H. Parry|ppa261
American Economic Review|2005|Roberton C. Williams III|pwi38
American Economic Review|2005|Don Fullerton|pfu10
American Economic Review|2005|Li Gan|pga94
American Economic Review|2005|Ana Aizcorbe|none
American Economic Review|2005|Ana Aizcorbe|none
American Economic Review|2005|Jane Ihrig|none
American Economic Review|2005|Sabrina Wulff Pabilonia|ppa558
American Economic Review|2005|Cindy Zoghi|none
American Economic Review|2005|Michelle Connolly|pyi44
American Economic Review|2005|Diego Valderrama|pva33
American Economic Review|2005|John M. Quigley|pqu1
American Economic Review|2005|Steven Raphael|none
American Economic Review|2005|Edward L. Glaeser|pgl9
American Economic Review|2005|Joseph Gyourko|pgy3
American Economic Review|2005|Raven E. Saks|none
American Economic Review|2005|Richard K. Green|pgr453
American Economic Review|2005|Richard K. Green|pgr453
American Economic Review|2005|Stephen Malpezzi|pma664
American Economic Review|2005|Stephen K. Mayo|none
American Economic Review|2005|Tania Singer|none
American Economic Review|2005|Ernst Fehr|pfe29
American Economic Review|2005|Ernst Fehr|pfe29
American Economic Review|2005|Urs Fischbacher|pfi115
American Economic Review|2005|Michael Kosfeld|pko101
American Economic Review|2005|Andrew W. Lo|plo171
American Economic Review|2005|Dmitry V. Repin|none
American Economic Review|2005|Brett N. Steenbarger|none
American Economic Review|2005|Paul J. Zak|none
American Economic Review|2005|Karla Borja|none
American Economic Review|2005|William T. Matzner|none
American Economic Review|2005|Robert Kurzban|none
American Economic Review|2005|Muriel Niederle|pni95
American Economic Review|2005|Alvin E. Roth|pro40
American Economic Review|2005|Alvin E. Roth|pro40
American Economic Review|2005|Tayfun Sönmez|psi57
American Economic Review|2005|Patrick J. Kehoe|pke4
American Economic Review|2005|Ellen R. McGrattan|pmc46
American Economic Review|2005|Mark L. J. Wright|pwr6
American Economic Review|2005|Jeremy Bulow|none
American Economic Review|2005|Kenneth Rogoff|pro164
American Economic Review|2005|Torben G. Andersen|pan210
American Economic Review|2005|Tim Bollerslev|pbo66
American Economic Review|2005|Francis X. Diebold|pdi1
American Economic Review|2005|Jin Wu|none
American Economic Review|2005|Martin D. D. Evans|pev5
