,journal,year,author,Name,Short-Id
2008,American Economic Review,2005.0,Bruce Preston,Bruce Preston,ppr134
2009,American Economic Review,2005.0,Joe Peek,Joe Peek,ppe90
2011,American Economic Review,2005.0,Karla Hoff,Karla Hoff,pho255
2012,American Economic Review,2005.0,Arijit Sen,Arijit Sen,pse433
2013,American Economic Review,2005.0,Abhijit Banerjee,Abhijit Banerjee,pba1710
2014,American Economic Review,2005.0,Lakshmi Iyer,Lakshmi Iyer,piy9
2015,American Economic Review,2005.0,Petra Moser,Petra Moser,pmo257
2018,American Economic Review,2005.0,Miguel Urquiola,Miguel Urquiola,pur10
2022,American Economic Review,2005.0,Kenneth A. Small,Kenneth A. Small,psm84
2025,American Economic Review,2005.0,Gary Charness,Gary Charness,pch205
2026,American Economic Review,2005.0,Dan Levin,Dan Levin,ple601
2027,American Economic Review,2005.0,Miguel Urquiola,Miguel Urquiola,pur10
2028,American Economic Review,2005.0,Kevin Lang,Kevin Lang,pla83
2029,American Economic Review,2005.0,Michael Manove,Michael Manove,pma228
2032,American Economic Review,2005.0,Francesco De Sinopoli,Francesco De Sinopoli,pde261
2033,American Economic Review,2005.0,Giovanna Iannantuoni,Giovanna Iannantuoni,pia9
2034,American Economic Review,2005.0,Martin J. Osborne,Martin J. Osborne,pos1
2037,American Economic Review,2005.0,Enriqueta Aragones,Enriqueta Aragones,par170
2038,American Economic Review,2005.0,Itzhak Gilboa,Itzhak Gilboa,pgi34
2039,American Economic Review,2005.0,Andrew Postlewaite,Andrew Postlewaite,ppo86
2040,American Economic Review,2005.0,David Schmeidler,David Schmeidler,psc61
2041,American Economic Review,2005.0,Sergei Guriev,Sergei Guriev,pgu59
2044,American Economic Review,2005.0,Joel Sobel,Joel Sobel,pso40
2045,American Economic Review,2005.0,Mathias Drehmann,Mathias Drehmann,pdr53
2047,American Economic Review,2005.0,Andreas Roider,Andreas Roider,pro37
2048,American Economic Review,2005.0,Marco Cipriani,Marco Cipriani,pci23
2049,American Economic Review,2005.0,Antonio Guarino,Antonio Guarino,pgu223
2051,American Economic Review,2005.0,Esteban Rossi-Hansberg,Esteban Rossi-Hansberg,pro72
2052,American Economic Review,2005.0,Matthias Doepke,Matthias Doepke,pdo8
2057,American Economic Review,2005.0,Thomas Davidoff,Thomas Davidoff,pda697
2059,American Economic Review,2005.0,Peter A. Diamond,Peter A. Diamond,pdi24
2063,American Economic Review,2005.0,Matteo Cervellati,Matteo Cervellati,pce51
2064,American Economic Review,2005.0,Uwe Sunde,Uwe Sunde,psu51
2070,American Economic Review,2005.0,Adam B. Ashcraft,Adam B. Ashcraft,pas35
2072,American Economic Review,2005.0,Tobias Lindqvist,Tobias Lindqvist,pli254
2074,American Economic Review,2005.0,Kate L. Antonovics,Kate L. Antonovics,pan97
2075,American Economic Review,2005.0,Arthur S. Goldberger,Arthur S. Goldberger,pgo599
2078,American Economic Review,2005.0,N. Gregory Mankiw,N. Gregory Mankiw,pma131
2080,American Economic Review,2006.0,Douglas W. Diamond,Douglas W. Diamond,pdi80
2081,American Economic Review,2006.0,Raghuram G. Rajan,Raghuram G. Rajan,pra149
2083,American Economic Review,2006.0,Tao Zha,Tao Zha,pzh80
2084,American Economic Review,2006.0,Seema Jayachandran,Seema Jayachandran,pja86
2088,American Economic Review,2006.0,Roberto A. Weber,Roberto A. Weber,pwe237
2090,American Economic Review,2006.0,Hanming Fang,Hanming Fang,pfa17
2091,American Economic Review,2006.0,Philip Oreopoulos,Philip Oreopoulos,por38
2092,American Economic Review,2006.0,Kelly Bedard,Kelly Bedard,pbe420
2094,American Economic Review,2006.0,Dan Bernhardt,Dan Bernhardt,pbe65
2098,American Economic Review,2006.0,Tanya S. Rosenblat,Tanya S. Rosenblat,pro585
2099,American Economic Review,2006.0,Thomas Piketty,Thomas Piketty,ppi17
2100,American Economic Review,2006.0,Gilles Postel-Vinay,Gilles Postel-Vinay,ppo80
2102,American Economic Review,2006.0,Joan Esteban,Joan Esteban,pes64
2103,American Economic Review,2006.0,Debraj Ray,Debraj Ray,pra6
2104,American Economic Review,2006.0,Louis Eeckhoudt,Louis Eeckhoudt,pee3
2105,American Economic Review,2006.0,Harris Schlesinger,Harris Schlesinger,psc438
2107,American Economic Review,2006.0,Maarten Lindeboom,Maarten Lindeboom,pli449
2112,American Economic Review,2006.0,Frode Steen,Frode Steen,pst359
2114,American Economic Review,2006.0,Yongsung Chang,Yongsung Chang,pch20
2115,American Economic Review,2006.0,Jay H. Hong,Jay H. Hong,pho103
2116,American Economic Review,2006.0,Mara Faccio,Mara Faccio,pfa220
2118,American Economic Review,2006.0,Andrea Moro,Andrea Moro,pmo78
2119,American Economic Review,2006.0,Henrik Horn,Henrik Horn,pho182
2120,American Economic Review,2006.0,Xenia Matschke,Xenia Matschke,pma237
2122,American Economic Review,2006.0,Patrick W. Schmitz,Patrick W. Schmitz,psc133
2124,American Economic Review,2006.0,Joel Waldfogel,Joel Waldfogel,pwa46
2126,American Economic Review,2006.0,Stephen Morris,Stephen Morris,pmo35
2127,American Economic Review,2006.0,Stephen Morris,Stephen Morris,pmo9
2128,American Economic Review,2006.0,Hyun Song Shin,Hyun Song Shin,psh692
2129,American Economic Review,2006.0,Hui Tong,Hui Tong,pto159
2131,American Economic Review,2006.0,Edwin L.-C. Lai,Edwin L.-C. Lai,pla349
2132,American Economic Review,2006.0,Claudia Goldin,Claudia Goldin,pgo601
2134,American Economic Review,2006.0,Ronald L. Oaxaca,Ronald L. Oaxaca,poa2
2135,American Economic Review,2006.0,George A. Akerlof,George A. Akerlof,pak7
2137,American Economic Review,2006.0,William A. Pizer,William A. Pizer,ppi108
2138,American Economic Review,2006.0,William D. Nordhaus,William D. Nordhaus,pno115
2143,American Economic Review,2006.0,M. Daniele Paserman,M. Daniele Paserman,ppa129
2144,American Economic Review,2006.0,Alberto Abadie,Alberto Abadie,pab7
2146,American Economic Review,2006.0,George Norman,George Norman,pno24
2147,American Economic Review,2006.0,Isabelle Brocas,Isabelle Brocas,pbr679
2157,American Economic Review,2006.0,Tuomas Takalo,Tuomas Takalo,pta116
2160,American Economic Review,2006.0,Carl Shapiro,Carl Shapiro,psh275
2161,American Economic Review,2006.0,Philippe Aghion,Philippe Aghion,pag175
2162,American Economic Review,2006.0,Rachel Griffith,Rachel Griffith,pgr70
2163,American Economic Review,2006.0,Peter Howitt,Peter Howitt,pho22
2164,American Economic Review,2006.0,Daron Acemoglu,Daron Acemoglu,pac16
2166,American Economic Review,2006.0,Amy Finkelstein,Amy Finkelstein,pfi264
2167,American Economic Review,2006.0,Joshua Linn,Joshua Linn,pli288
2168,American Economic Review,2006.0,Austan Goolsbee,Austan Goolsbee,pgo49
2170,American Economic Review,2006.0,Josh Lerner,Josh Lerner,ple60
2172,American Economic Review,2006.0,Jean Tirole,Jean Tirole,pti33
2175,American Economic Review,2006.0,Raj Chetty,Raj Chetty,pch161
2176,American Economic Review,2006.0,Emmanuel Saez,Emmanuel Saez,psa117
2177,American Economic Review,2006.0,Wojciech Kopczuk,Wojciech Kopczuk,pko20
2178,American Economic Review,2006.0,Joel Slemrod,Joel Slemrod,psl10
2179,American Economic Review,2006.0,Joe Peek,Joe Peek,ppe90
2183,American Economic Review,2006.0,Owen A. Lamont,Owen A. Lamont,pla600
2185,American Economic Review,2006.0,Stephen Morris,Stephen Morris,pmo35
2186,American Economic Review,2006.0,Stephen Morris,Stephen Morris,pmo9
2187,American Economic Review,2006.0,Hyun Song Shin,Hyun Song Shin,psh692
2189,American Economic Review,2006.0,N. Gregory Mankiw,N. Gregory Mankiw,pma131
2190,American Economic Review,2006.0,Ricardo Reis,Ricardo Reis,pre73
2191,American Economic Review,2006.0,Charles W. Calomiris,Charles W. Calomiris,pca421
2193,American Economic Review,2006.0,Athanasios Orphanides,Athanasios Orphanides,por35
2194,American Economic Review,2006.0,N. Gregory Mankiw,N. Gregory Mankiw,pma131
2195,American Economic Review,2006.0,Allan H. Meltzer,Allan H. Meltzer,pme353
2197,American Economic Review,2006.0,Lawrence F. Katz,Lawrence F. Katz,pka266
2199,American Economic Review,2006.0,Thomas Lemieux,Thomas Lemieux,ple92
2200,American Economic Review,2006.0,Thomas Piketty,Thomas Piketty,ppi17
2201,American Economic Review,2006.0,Emmanuel Saez,Emmanuel Saez,psa117
2202,American Economic Review,2006.0,Karla Hoff,Karla Hoff,pho255
2204,American Economic Review,2006.0,Lorenz Goette,Lorenz Goette,pgo236
2205,American Economic Review,2006.0,David Huffman,David Huffman,phu45
2206,American Economic Review,2006.0,Stephan Meier,Stephan Meier,pme62
2208,American Economic Review,2006.0,Ernst Fehr,Ernst Fehr,pfe29
2209,American Economic Review,2006.0,Urs Fischbacher,Urs Fischbacher,pfi115
2210,American Economic Review,2006.0,Catalina Amuedo-Dorantes,Catalina Amuedo-Dorantes,pam57
2211,American Economic Review,2006.0,Susan Pozo,Susan Pozo,ppo83
2213,American Economic Review,2006.0,Justine S. Hastings,Justine S. Hastings,pha804
2220,American Economic Review,2006.0,Darrick Hamilton,Darrick Hamilton,pha518
2222,American Economic Review,2006.0,Kwabena Gyimah-Brempong,Kwabena Gyimah-Brempong,pgy9
2224,American Economic Review,2006.0,Joni Hersch,Joni Hersch,phe130
2225,American Economic Review,2006.0,Howard Bodenhorn,Howard Bodenhorn,pbo547
2226,American Economic Review,2006.0,Alessandra Casella,Alessandra Casella,pca496
2227,American Economic Review,2006.0,Nobuyuki Hanaki,Nobuyuki Hanaki,pha135
2228,American Economic Review,2006.0,Federico Echenique,Federico Echenique,pec5
2233,American Economic Review,2006.0,Linda Datcher Loury,Linda Datcher Loury,plo121
2234,American Economic Review,2006.0,Justin Wolfers,Justin Wolfers,pwo9
2235,American Economic Review,2006.0,Eric Zitzewitz,Eric Zitzewitz,pzi23
2237,American Economic Review,2006.0,Todd Schoellman,Todd Schoellman,psc264
2239,American Economic Review,2006.0,Oded Galor,Oded Galor,pga46
2240,American Economic Review,2006.0,Andrew Mountford,Andrew Mountford,pmo81
2241,American Economic Review,2006.0,Lena Edlund,Lena Edlund,ped9
2243,American Economic Review,2006.0,Avner Greif,Avner Greif,pgr24
2244,American Economic Review,2006.0,Timothy Besley,Timothy Besley,pbe46
2246,American Economic Review,2006.0,Torsten Persson,Torsten Persson,ppe28
2247,American Economic Review,2006.0,Guido Tabellini,Guido Tabellini,pta37
2248,American Economic Review,2006.0,Daron Acemoglu,Daron Acemoglu,pac16
2251,American Economic Review,2006.0,Raghuram G. Rajan,Raghuram G. Rajan,pra149
2254,American Economic Review,2006.0,Simeon Djankov,Simeon Djankov,pdj4
2257,American Economic Review,2006.0,Ekaterina Zhuravskaya,Ekaterina Zhuravskaya,pzh71
2258,American Economic Review,2006.0,Chong-En Bai,Chong-En Bai,pba338
2260,American Economic Review,2006.0,Zhigang Tao,Zhigang Tao,pta163
2264,American Economic Review,2006.0,Takao Kato,Takao Kato,pka69
2269,American Economic Review,2006.0,Harald Uhlig,Harald Uhlig,puh1
2270,American Economic Review,2006.0,Christopher Udry,Christopher Udry,pud2
2277,American Economic Review,2006.0,Alejandro Izquierdo,Alejandro Izquierdo,piz6
2279,American Economic Review,2006.0,Enrique G. Mendoza,Enrique G. Mendoza,pme30
2281,American Economic Review,2006.0,Morris Goldstein,Morris Goldstein,pgo428
2284,American Economic Review,2006.0,Barry Eichengreen,Barry Eichengreen,pei2
2285,American Economic Review,2006.0,Susan Pozo,Susan Pozo,ppo83
2287,American Economic Review,2006.0,Sheryl B. Ball,Sheryl B. Ball,pba1000
2290,American Economic Review,2006.0,Wayne A. Grove,Wayne A. Grove,pgg3
2294,American Economic Review,2006.0,John J. Siegfried,John J. Siegfried,psi31
2297,American Economic Review,2006.0,John J. Siegfried,John J. Siegfried,psi31
2299,American Economic Review,2006.0,John J. Siegfried,John J. Siegfried,psi31
2300,American Economic Review,2006.0,John J. Siegfried,John J. Siegfried,psi31
2301,American Economic Review,2006.0,John J. Siegfried,John J. Siegfried,psi31
2302,American Economic Review,2006.0,John J. Siegfried,John J. Siegfried,psi31
2303,American Economic Review,2006.0,John J. Siegfried,John J. Siegfried,psi31
2305,American Economic Review,2006.0,Andrei Shleifer,Andrei Shleifer,psh93
2306,American Economic Review,2006.0,John J. Siegfried,John J. Siegfried,psi31
2310,American Economic Review,2006.0,John J. Siegfried,John J. Siegfried,psi31
2311,American Economic Review,2006.0,Thomas Lemieux,Thomas Lemieux,ple92
2312,American Economic Review,2006.0,Francesco Caselli,Francesco Caselli,pca205
2314,American Economic Review,2006.0,Diego Comin,Diego Comin,pco55
2315,American Economic Review,2006.0,Mark Gertler,Mark Gertler,pge11
2316,American Economic Review,2006.0,Philippe Bacchetta,Philippe Bacchetta,pba111
2317,American Economic Review,2006.0,Eric Van Wincoop,Eric Van Wincoop,pva387
2320,American Economic Review,2006.0,Drew Fudenberg,Drew Fudenberg,pfu49
2323,American Economic Review,2006.0,Jonathan Levin,Jonathan Levin,ple318
2324,American Economic Review,2006.0,Jordi Brandts,Jordi Brandts,pbr469
2327,American Economic Review,2006.0,Ulrike Malmendier,Ulrike Malmendier,pma1397
2328,American Economic Review,2006.0,Timothy Besley,Timothy Besley,pbe46
2329,American Economic Review,2006.0,Andrea Prat,Andrea Prat,ppr174
2334,American Economic Review,2006.0,Chiara Fumagalli,Chiara Fumagalli,pfu50
2335,American Economic Review,2006.0,Massimo Motta,Massimo Motta,pmo197
2338,American Economic Review,2006.0,Stephen D. Oliner,Stephen D. Oliner,pol82
2339,American Economic Review,2006.0,Etienne Wasmer,Etienne Wasmer,pwa73
2341,American Economic Review,2006.0,Joshua Angrist,Joshua Angrist,pan29
2345,American Economic Review,2006.0,Kyle Bagwell,Kyle Bagwell,pba409
2346,American Economic Review,2006.0,Robert W. Staiger,Robert W. Staiger,pst85
2347,American Economic Review,2006.0,Nuno Limao,Nuno Limao,pli22
2348,American Economic Review,2006.0,Thomas C. Schelling,Thomas C. Schelling,psc152
2349,American Economic Review,2006.0,Amy Finkelstein,Amy Finkelstein,pfi264
2351,American Economic Review,2006.0,Nicole M. Fortin,Nicole M. Fortin,pfo101
2352,American Economic Review,2006.0,Marianne P. Bitler,Marianne P. Bitler,pbi12
2353,American Economic Review,2006.0,Jonah B. Gelbach,Jonah B. Gelbach,pge238
2356,American Economic Review,2006.0,Francesca Cornaglia,Francesca Cornaglia,pco214
2359,American Economic Review,2006.0,Xavier Gabaix,Xavier Gabaix,pga174
2360,American Economic Review,2006.0,David Laibson,David Laibson,pla164
2361,American Economic Review,2006.0,Guillermo Moloche,Guillermo Moloche,pmo769
2364,American Economic Review,2006.0,Ming Huang,Ming Huang,phu425
2365,American Economic Review,2006.0,Richard H. Thaler,Richard H. Thaler,pth67
2366,American Economic Review,2006.0,Josh Lerner,Josh Lerner,ple60
2367,American Economic Review,2006.0,Jean Tirole,Jean Tirole,pti33
2368,American Economic Review,2006.0,Michael Mandler,Michael Mandler,pma255
2369,American Economic Review,2006.0,Giovanni Maggi,Giovanni Maggi,pma1315
2370,American Economic Review,2006.0,Massimo Morelli,Massimo Morelli,pmo645
2372,American Economic Review,2006.0,Emmanuel Farhi,Emmanuel Farhi,pfa207
2374,American Economic Review,2006.0,Thomas Sargent,Thomas Sargent,psa83
2375,American Economic Review,2006.0,Noah Williams,Noah Williams,pwi107
2376,American Economic Review,2006.0,Tao Zha,Tao Zha,pzh80
2377,American Economic Review,2006.0,Kaivan Munshi,Kaivan Munshi,pmu269
2378,American Economic Review,2006.0,Mark Rosenzweig,Mark Rosenzweig,pro558
2384,American Economic Review,2006.0,Paul Beaudry,Paul Beaudry,pbe35
2385,American Economic Review,2006.0,Franck Portier,Franck Portier,ppo12
2387,American Economic Review,2006.0,Gary Solon,Gary Solon,pso215
2388,American Economic Review,2006.0,Kfir Eliaz,Kfir Eliaz,pel87
2389,American Economic Review,2006.0,Debraj Ray,Debraj Ray,pra6
2392,American Economic Review,2006.0,Todd R. Kaplan,Todd R. Kaplan,pka491
2393,American Economic Review,2006.0,David Wettstein,David Wettstein,pwe281
2394,American Economic Review,2006.0,Yeon-Koo Che,Yeon-Koo Che,pch91
2398,American Economic Review,2006.0,Chaim Fershtman,Chaim Fershtman,pfe232
2399,American Economic Review,2006.0,Kenneth L. Judd,Kenneth L. Judd,pju19
2405,American Economic Review,2006.0,Susanto Basu,Susanto Basu,pba274
2407,American Economic Review,2006.0,Drew Fudenberg,Drew Fudenberg,pfu49
2415,American Economic Review,2006.0,Jonathan A. Parker,Jonathan A. Parker,ppa21
2417,American Economic Review,2006.0,Michael Kosfeld,Michael Kosfeld,pko101
2418,American Economic Review,2006.0,Armin Falk,Armin Falk,pfa48
2420,American Economic Review,2006.0,Philippe Martin,Philippe Martin,pma588
2421,American Economic Review,2006.0,Jean Tirole,Jean Tirole,pti33
2423,American Economic Review,2006.0,Stefan Bender,Stefan Bender,pbe1185
2427,American Economic Review,2006.0,Alessandro Lizzeri,Alessandro Lizzeri,pli177
2429,American Economic Review,2006.0,George-Marios Angeletos,George-Marios Angeletos,pan143
2430,American Economic Review,2006.0,Vincent P. Crawford,Vincent P. Crawford,pcr2
2431,American Economic Review,2006.0,Miguel A. Costa-Gomes,Miguel A. Costa-Gomes,pco25
2432,American Economic Review,2006.0,Aleh Tsyvinski,Aleh Tsyvinski,pts51
2434,American Economic Review,2006.0,Christian Hellwig,Christian Hellwig,phe110
2435,American Economic Review,2006.0,Marco Manacorda,Marco Manacorda,pma1913
2436,American Economic Review,2006.0,Justin Wolfers,Justin Wolfers,pwo9
2437,American Economic Review,2006.0,Raj Chetty,Raj Chetty,pch161
2438,American Economic Review,2006.0,Matthew D. Shapiro,Matthew D. Shapiro,psh144
2440,American Economic Review,2006.0,Selahattin Imrohoroglu,Selahattin Imrohoroglu,pim3
2441,American Economic Review,2006.0,Ayse Imrohoroglu,Ayse Imrohoroglu,pim5
2442,American Economic Review,2006.0,Kaiji Chen,Kaiji Chen,pch372
2443,American Economic Review,2006.0,John Van Reenen,John Van Reenen,pva45
2445,American Economic Review,2006.0,Rachel Griffith,Rachel Griffith,pgr70
2453,American Economic Review,2006.0,Gary E. Bolton,Gary E. Bolton,pbo138
2454,American Economic Review,2006.0,Axel Ockenfels,Axel Ockenfels,poc7
2455,American Economic Review,2006.0,Ernst Fehr,Ernst Fehr,pfe29
2457,American Economic Review,2006.0,Klaus M. Schmidt,Klaus M. Schmidt,psc136
2458,American Economic Review,2006.0,Dirk Engelmann,Dirk Engelmann,pen12
2459,American Economic Review,2006.0,Martin Strobel,Martin Strobel,pst403
2461,American Economic Review,2007.0,George A. Akerlof,George A. Akerlof,pak7
2462,American Economic Review,2007.0,Giuseppe Moscarini,Giuseppe Moscarini,pmo86
2463,American Economic Review,2007.0,Andrew Atkeson,Andrew Atkeson,pat52
2464,American Economic Review,2007.0,Patrick J. Kehoe,Patrick J. Kehoe,pke4
2465,American Economic Review,2007.0,Hanno Lustig,Hanno Lustig,plu17
2466,American Economic Review,2007.0,Adrien Verdelhan,Adrien Verdelhan,pve80
2467,American Economic Review,2007.0,Marco Battaglini,Marco Battaglini,pba170
2468,American Economic Review,2007.0,Stephen Coate,Stephen Coate,pco66
2469,American Economic Review,2007.0,Gilat Levy,Gilat Levy,ple544
2470,American Economic Review,2007.0,Alberto Alesina,Alberto Alesina,pal207
2471,American Economic Review,2007.0,Guido Tabellini,Guido Tabellini,pta37
2473,American Economic Review,2007.0,Gilles Duranton,Gilles Duranton,pdu48
2476,American Economic Review,2007.0,Michael Ostrovsky,Michael Ostrovsky,pos32
2482,American Economic Review,2007.0,Ernst Fehr,Ernst Fehr,pfe29
2483,American Economic Review,2007.0,Lorenz Goette,Lorenz Goette,pgo236
2486,American Economic Review,2007.0,Michael Greenstone,Michael Greenstone,pgr38
2488,American Economic Review,2007.0,Igor Livshits,Igor Livshits,pli188
2492,American Economic Review,2007.0,David E. M. Sappington,David E. M. Sappington,psa323
2495,American Economic Review,2007.0,Lance Lochner,Lance Lochner,plo31
2496,American Economic Review,2007.0,Arie Kapteyn,Arie Kapteyn,pka406
2497,American Economic Review,2007.0,James P. Smith,James P. Smith,psm28
2499,American Economic Review,2007.0,Olivier Jeanne,Olivier Jeanne,pje59
2501,American Economic Review,2007.0,Firouz Gahvari,Firouz Gahvari,pga233
2502,American Economic Review,2007.0,Enlinson Mattos,Enlinson Mattos,pma932
2503,American Economic Review,2007.0,Kiminori Matsuyama,Kiminori Matsuyama,pma143
2504,American Economic Review,2007.0,Shih-Hsun Hsu,Shih-Hsun Hsu,phs27
2507,American Economic Review,2007.0,Andreas Beyer,Andreas Beyer,pbe141
2508,American Economic Review,2007.0,Roger E. A. Farmer,Roger E. A. Farmer,pfa3
2510,American Economic Review,2007.0,Frank Schorfheide,Frank Schorfheide,psc19
2512,American Economic Review,2007.0,Lars Peter Hansen,Lars Peter Hansen,pha303
2514,American Economic Review,2007.0,Flavio Cunha,Flavio Cunha,pcu47
2516,American Economic Review,2007.0,Hanming Fang,Hanming Fang,pfa17
2519,American Economic Review,2007.0,Martin Salm,Martin Salm,psa462
2520,American Economic Review,2007.0,Dan Silverman,Dan Silverman,psi181
2521,American Economic Review,2007.0,John Geweke,John Geweke,pge136
2522,American Economic Review,2007.0,Francis Bloch,Francis Bloch,pbl45
2523,American Economic Review,2007.0,Garance Genicot,Garance Genicot,pge26
2524,American Economic Review,2007.0,Debraj Ray,Debraj Ray,pra6
2527,American Economic Review,2007.0,Marcel Fafchamps,Marcel Fafchamps,pfa2
2528,American Economic Review,2007.0,Flore Gubert,Flore Gubert,pgu103
2529,American Economic Review,2007.0,Dean Karlan,Dean Karlan,pka56
2531,American Economic Review,2007.0,Tanya S. Rosenblat,Tanya S. Rosenblat,pro585
2532,American Economic Review,2007.0,Adam Szeidl,Adam Szeidl,psz25
2533,American Economic Review,2007.0,Hunt Allcott,Hunt Allcott,pal171
2536,American Economic Review,2007.0,Matthew O. Jackson,Matthew O. Jackson,pja7
2541,American Economic Review,2007.0,Jose Galdo,Jose Galdo,pga157
2543,American Economic Review,2007.0,Rafael Lalive,Rafael Lalive,pla4
2545,American Economic Review,2007.0,Raj Chetty,Raj Chetty,pch161
2546,American Economic Review,2007.0,Andrea Weber,Andrea Weber,pwe32
2549,American Economic Review,2007.0,Stephen Morris,Stephen Morris,pmo35
2550,American Economic Review,2007.0,Stephen Morris,Stephen Morris,pmo9
2551,American Economic Review,2007.0,Dirk Bergemann,Dirk Bergemann,pbe258
2553,American Economic Review,2007.0,Susan Athey,Susan Athey,pat6
2554,American Economic Review,2007.0,Philippe Jehiel,Philippe Jehiel,pje39
2555,American Economic Review,2007.0,Olivier Compte,Olivier Compte,pco375
2559,American Economic Review,2007.0,Andrew Caplin,Andrew Caplin,pca77
2560,American Economic Review,2007.0,Mark Dean,Mark Dean,pde557
2563,American Economic Review,2007.0,Syngjoo Choi,Syngjoo Choi,pch373
2564,American Economic Review,2007.0,Raymond Fisman,Raymond Fisman,pfi257
2565,American Economic Review,2007.0,Markus K. Brunnermeier,Markus K. Brunnermeier,pbr31
2566,American Economic Review,2007.0,Jonathan A. Parker,Jonathan A. Parker,ppa21
2567,American Economic Review,2007.0,Christian Gollier,Christian Gollier,pgo91
2568,American Economic Review,2007.0,Kfir Eliaz,Kfir Eliaz,pel87
2569,American Economic Review,2007.0,Andrew Schotter,Andrew Schotter,psc146
2570,American Economic Review,2007.0,Pierpaolo Battigalli,Pierpaolo Battigalli,pba80
2572,American Economic Review,2007.0,Ernst Fehr,Ernst Fehr,pfe29
2573,American Economic Review,2007.0,Klaus M. Schmidt,Klaus M. Schmidt,psc136
2575,American Economic Review,2007.0,John Moore,John Moore,pmo265
2576,American Economic Review,2007.0,John Moore,John Moore,pmo847
2579,American Economic Review,2007.0,Lasse Heje Pedersen,Lasse Heje Pedersen,ppe174
2580,American Economic Review,2007.0,Ricardo Lagos,Ricardo Lagos,pla18
2581,American Economic Review,2007.0,Guillaume Rocheteau,Guillaume Rocheteau,pro264
2582,American Economic Review,2007.0,Darrell Duffie,Darrell Duffie,pdu341
2586,American Economic Review,2007.0,Lasse Heje Pedersen,Lasse Heje Pedersen,ppe174
2589,American Economic Review,2007.0,Adam B. Ashcraft,Adam B. Ashcraft,pas35
2590,American Economic Review,2007.0,Darrell Duffie,Darrell Duffie,pdu341
2596,American Economic Review,2007.0,Harald Uhlig,Harald Uhlig,puh1
2599,American Economic Review,2007.0,Stavros Panageas,Stavros Panageas,ppa250
2602,American Economic Review,2007.0,Neng Wang,Neng Wang,pwa390
2603,American Economic Review,2007.0,William Roberds,William Roberds,pro118
2604,American Economic Review,2007.0,Stephen Quinn,Stephen Quinn,pqu52
2609,American Economic Review,2007.0,Farley Grubb,Farley Grubb,pgr272
2611,American Economic Review,2007.0,Shaun P. Vahey,Shaun P. Vahey,pva129
2612,American Economic Review,2007.0,James M. Nason,James M. Nason,pna12
2614,American Economic Review,2007.0,Filippo Occhino,Filippo Occhino,poc4
2615,American Economic Review,2007.0,Kim Oosterlinck,Kim Oosterlinck,poo7
2616,American Economic Review,2007.0,Alessandro Gavazza,Alessandro Gavazza,pga173
2617,American Economic Review,2007.0,Alessandro Lizzeri,Alessandro Lizzeri,pli177
2618,American Economic Review,2007.0,Gilat Levy,Gilat Levy,ple544
2619,American Economic Review,2007.0,Andrea Mattozzi,Andrea Mattozzi,pma622
2620,American Economic Review,2007.0,Antonio Merlo,Antonio Merlo,pme29
2624,American Economic Review,2007.0,Arvind Subramanian,Arvind Subramanian,psu108
2625,American Economic Review,2007.0,William Easterly,William Easterly,pea1
2626,American Economic Review,2007.0,Martin Eichenbaum,Martin Eichenbaum,pei4
2627,American Economic Review,2007.0,Craig Burnside,Craig Burnside,pbu20
2628,American Economic Review,2007.0,Sergio Rebelo,Sergio Rebelo,pre4
2629,American Economic Review,2007.0,Fernando Alvarez,Fernando Alvarez,pal356
2630,American Economic Review,2007.0,Andrew Atkeson,Andrew Atkeson,pat52
2631,American Economic Review,2007.0,Patrick J. Kehoe,Patrick J. Kehoe,pke4
2633,American Economic Review,2007.0,Philippe Bacchetta,Philippe Bacchetta,pba111
2634,American Economic Review,2007.0,Jonathan Eaton,Jonathan Eaton,pea5
2635,American Economic Review,2007.0,Robert Dekle,Robert Dekle,pde414
2637,American Economic Review,2007.0,Fabio Ghironi,Fabio Ghironi,pgh2
2638,American Economic Review,2007.0,Marc J. Melitz,Marc J. Melitz,pme260
2639,American Economic Review,2007.0,Andrew Atkeson,Andrew Atkeson,pat52
2641,American Economic Review,2007.0,Elizabeth Asiedu,Elizabeth Asiedu,pas229
2647,American Economic Review,2007.0,James Peoples,James Peoples,ppe703
2650,American Economic Review,2007.0,Jenny Minier,Jenny Minier,pmi170
2652,American Economic Review,2007.0,Nicole B. Simpson,Nicole B. Simpson,psi118
2658,American Economic Review,2007.0,Sabrina Wulff Pabilonia,Sabrina Wulff Pabilonia,ppa558
2659,American Economic Review,2007.0,Jennifer Ward-Batts,Jennifer Ward-Batts,pwa31
2661,American Economic Review,2007.0,Catalina Amuedo-Dorantes,Catalina Amuedo-Dorantes,pam57
2662,American Economic Review,2007.0,Cynthia Bansak,Cynthia Bansak,pba322
2664,American Economic Review,2007.0,Julie L. Hotchkiss,Julie L. Hotchkiss,pho242
2670,American Economic Review,2007.0,Kevin M. Murphy,Kevin M. Murphy,pmu108
2671,American Economic Review,2007.0,Robert H. Topel,Robert H. Topel,pto111
2675,American Economic Review,2007.0,Victor Aguirregabiria,Victor Aguirregabiria,pag15
2676,American Economic Review,2007.0,Pedro Mira,Pedro Mira,pmi400
2680,American Economic Review,2007.0,Stephen P. Ryan,Stephen P. Ryan,pry32
2681,American Economic Review,2007.0,B. Douglas Bernheim,B. Douglas Bernheim,pbe81
