idd,journal,year,author,name,Short-Id
3549,American Economic Review,2003.0,edoh y. amiran,,
3551,Review of Economic Studies,2019.0,eduardo dávila,,
3552,Review of Economic Studies,2018.0,eduardo dávila,,
3553,Review of Economic Studies,2017.0,eduardo faingold,,
3554,Review of Economic Studies,2010.0,eduardo l. giménez,,
3555,American Economic Review,2003.0,eduardo levy-yeyati,,
3558,The Quarterly Journal of Economics,2019.0,eduardo morales,,
3559,Journal of Political Economy,2019.0,eduardo morales,,
3560,The Quarterly Journal of Economics,2018.0,eduardo morales,,
3561,Review of Economic Studies,2019.0,eduardo morales,,
3562,Review of Economic Studies,2019.0,eduardo morales,,
3563,Review of Economic Studies,2019.0,eduardo souza-rodrigues,,
3571,American Economic Review,2014.0,edward kung,,
3572,American Economic Review,2006.0,edward kutsoati,,
3590,American Economic Review,2014.0,edward morrison,,
3599,American Economic Review,2000.0,edwin g. west,,
3606,Econometrica,2003.0,efstathios paparoditis,,
3607,Review of Economic Studies,2005.0,efthymios g. tsionas,,
3608,American Economic Review,2017.0,egon zakrajek,,
3609,The Quarterly Journal of Economics,2017.0,egon zakrajek,,
3610,The Quarterly Journal of Economics,2011.0,eirik gaard kristiansen,,
3611,Econometrica,2000.0,ekaterini kyriazidou,,
3612,Review of Economic Studies,2001.0,ekaterini kyriazidou,,
3615,Econometrica,2015.0,elchanan mossel,,
3616,The Quarterly Journal of Economics,2012.0,eldar shafir,,
3617,The Quarterly Journal of Economics,2010.0,eldar shafir,,
3618,Journal of Political Economy,2015.0,elena asparouhova,,
3619,American Economic Review,2011.0,elena krasnokutskaya,,
3620,Journal of Political Economy,2020.0,elena krasnokutskaya,,
3621,Review of Economic Studies,2011.0,elena krasnokutskaya,,
3622,Econometrica,2019.0,elena manresa,,
3623,Econometrica,2015.0,elena manresa,,
3624,Econometrica,2015.0,elena quercioli,,
3625,American Economic Review,2001.0,elena ranguelova,,
3626,American Economic Review,2011.0,elena reutskaja,,
3627,American Economic Review,2012.0,eleonora e. m. nillesen,,
3628,Econometrica,2001.0,"elerain, ola",,
3629,American Economic Review,2004.0,eli feinerman,,
3630,American Economic Review,2002.0,eliana garces,,
3631,American Economic Review,2018.0,elira kuka,,
3632,Journal of Political Economy,2004.0,elisabeth m. landes,,
3633,Journal of Political Economy,2004.0,elisabeth r. gerber,,
3634,American Economic Review,2016.0,elisheba spiller,,
3635,American Economic Review,2015.0,elisheba spiller,,
3645,American Economic Review,2014.0,elliot anenberg,,
3646,Review of Economic Studies,2007.0,elyès jouini,,
3647,American Economic Review,2019.0,emanuel vespa,,
3648,American Economic Review,2007.0,emel filiz-ozbay,,
3649,The Quarterly Journal of Economics,2017.0,emil verner,,
3650,Econometrica,2018.0,emiliano s. pagnotta,,
3651,Econometrica,2019.0,emily breza,,
3652,The Quarterly Journal of Economics,2018.0,emily breza,,
3653,Journal of Political Economy,2016.0,emily glassberg sands,,
3654,Journal of Political Economy,2016.0,emily glassberg sands,,
3656,American Economic Review,2018.0,emily jungheim,,
3657,Journal of Political Economy,2019.0,emily oehlsen,,
3659,American Economic Review,2008.0,emir kamenica,,
3660,The Quarterly Journal of Economics,2006.0,emir kamenica,,
3661,Review of Economic Studies,2017.0,emir kamenica,,
3662,The Quarterly Journal of Economics,2015.0,emir kamenica,,
3663,American Economic Review,2011.0,emir kamenica,,
3664,Review of Economic Studies,2008.0,emir kamenica,,
3665,Journal of Political Economy,2017.0,emir kamenica,,
3666,American Economic Review,2019.0,emir kamenica,,
3667,Journal of Political Economy,2015.0,emir kamenica,,
3668,American Economic Review,2020.0,emla fitzsimons,,
3669,Econometrica,2009.0,emmanuel guerre,,
3670,Econometrica,2000.0,emmanuel guerre,,
3671,Econometrica,2001.0,ennio stacchetti,,
3672,Econometrica,2010.0,ennio stacchetti,,
3673,Econometrica,2015.0,ennio stacchetti,,
3675,American Economic Review,2016.0,enrique ide,,
3676,Econometrica,2001.0,"epstein, larry g",,
3677,American Economic Review,2013.0,eran hanany,,
3678,Econometrica,2019.0,eran shmaya,,
3679,American Economic Review,2016.0,eran shmaya,,
3680,American Economic Review,2014.0,eran shmaya,,
3681,Journal of Political Economy,2015.0,eran shmaya,,
3682,American Economic Review,2010.0,erhan artuç,,
3683,Econometrica,2005.0,eric a. hanushek,,
3684,American Economic Review,2000.0,eric a. hanushek,,
3685,Econometrica,2014.0,eric a. hanushek,,
3687,Journal of Political Economy,2018.0,eric avis,,
3692,American Economic Review,2012.0,eric budish,,
3693,Review of Economic Studies,2019.0,eric budish,,
3694,American Economic Review,2015.0,eric budish,,
3695,American Economic Review,2013.0,eric budish,,
3696,The Quarterly Journal of Economics,2015.0,eric budish,,
3697,Journal of Political Economy,2011.0,eric budish,,
3698,Econometrica,2013.0,eric chaney,,
3704,Journal of Political Economy,2019.0,eric hughson,,
3705,American Economic Review,2006.0,eric hughson,,
3719,American Economic Review,2012.0,eric s. taylor,,
3720,American Economic Review,2012.0,eric s. taylor,,
3721,American Economic Review,2017.0,eric s. taylor,,
3723,The Quarterly Journal of Economics,2010.0,eric t. anderson,,
3730,Journal of Political Economy,2006.0,eric werker,,
3731,The Quarterly Journal of Economics,2019.0,eric zwick,,
3732,American Economic Review,2017.0,eric zwick,,
3733,The Quarterly Journal of Economics,2007.0,erica field,,
3734,American Economic Review,2014.0,erica field,,
3735,The Quarterly Journal of Economics,2010.0,erica field,,
3736,Journal of Political Economy,2008.0,erica field,,
3737,Review of Economic Studies,2013.0,erica field,,
3738,American Economic Review,2013.0,erica field,,
3739,Econometrica,2001.0,"erickson, timothy",,
3740,American Economic Review,2013.0,erik ?. s?rensen,,
3741,American Economic Review,2002.0,erik bloom,,
3742,Review of Economic Studies,2018.0,erik eyster,,
3743,Econometrica,2005.0,erik eyster,,
3744,The Quarterly Journal of Economics,2014.0,erik eyster,,
3745,Econometrica,2013.0,erik eyster,,
3746,American Economic Review,2003.0,erik eyster,,
3747,American Economic Review,2017.0,erik madsen,,
3751,American Economic Review,2012.0,erik snowberg,,
3752,American Economic Review,2015.0,erik snowberg,,
3753,Journal of Political Economy,2019.0,erik snowberg,,
3754,Journal of Political Economy,2010.0,erik snowberg,,
3755,The Quarterly Journal of Economics,2007.0,erik snowberg,,
3756,American Economic Review,2007.0,erik ø sørensen,,
3757,American Economic Review,2016.0,erik ø. sørensen,,
3758,Journal of Political Economy,2004.0,ernest sergenti,,
3759,Review of Economic Studies,2009.0,ernesto dal bó,,
3760,The Quarterly Journal of Economics,2017.0,ernesto dal bó,,
3761,The Quarterly Journal of Economics,2013.0,ernesto dal bó,,
3762,Review of Economic Studies,2011.0,ernesto dal bó,,
3763,Review of Economic Studies,2018.0,ernesto dal bó,,
3764,American Economic Review,2002.0,ernst maug,,
3778,The Quarterly Journal of Economics,2014.0,esben schultz,,
3780,American Economic Review,2015.0,esther ann bøler,,
3781,Journal of Political Economy,2013.0,ethan bueno de mesquita,,
3790,Econometrica,2002.0,eugenio s. a. bobenrieth h.,,
3794,American Economic Review,2015.0,evan j. taylor,,
3795,American Economic Review,2005.0,evan moore,,
3796,American Economic Review,2020.0,evan sadler,,
3797,Econometrica,2001.0,"evans, robert",,
3798,American Economic Review,2009.0,eyran j. gisches,,
3799,Review of Economic Studies,2008.0,f. m. bandi,,
3800,American Economic Review,2010.0,f. maxwell harper,,
3801,American Economic Review,2003.0,fabio panetta,,
3802,American Economic Review,2005.0,fabrizio zilibotti,,
3803,The Quarterly Journal of Economics,2008.0,fabrizio zilibotti,,
3804,American Economic Review,2003.0,fabrizio zilibotti,,
3805,American Economic Review,2008.0,fabrizio zilibotti,,
3806,The Quarterly Journal of Economics,2007.0,fabrizio zilibotti,,
3807,Econometrica,2017.0,fabrizio zilibotti,,
3808,Econometrica,2017.0,fabrizio zilibotti,,
3809,The Quarterly Journal of Economics,2001.0,fabrizio zilibotti,,
3810,American Economic Review,2011.0,fabrizio zilibotti,,
3811,Review of Economic Studies,2013.0,fabrizio zilibotti,,
3812,The Quarterly Journal of Economics,2004.0,fausto panunzi,,
3813,American Economic Review,2010.0,fausto panunzi,,
3816,Econometrica,2003.0,federico m. bandi,,
3817,Econometrica,2017.0,federico m. bandi,,
3818,Econometrica,2017.0,fedor sandomirskiy,,
3819,Econometrica,2016.0,felix brandt,,
3820,The Quarterly Journal of Economics,2016.0,felix j. bierbrauer,,
3821,Review of Economic Studies,2016.0,felix j. bierbrauer,,
3822,Review of Economic Studies,2011.0,felix kubler,,
3823,Econometrica,2017.0,felix kubler,,
3824,Review of Economic Studies,2015.0,felix kubler,,
3825,American Economic Review,2006.0,felix kubler,,
3826,Econometrica,2003.0,felix kubler,,
3827,Econometrica,2007.0,felix kubler,,
3828,American Economic Review,2014.0,felix kubler,,
3829,Econometrica,2005.0,felix kubler,,
3830,American Economic Review,2013.0,felix kubler,,
3831,Econometrica,2017.0,felix kübler,,
3832,American Economic Review,2009.0,felix oberholzer-gee,,
3833,Journal of Political Economy,2002.0,felix oberholzer-gee,,
3834,Journal of Political Economy,2007.0,felix oberholzer-gee,,
3835,Journal of Political Economy,2012.0,felix várdy,,
3836,American Economic Review,2009.0,felix várdy,,
3837,Econometrica,2001.0,"felli, leonardo",,
3838,American Economic Review,2018.0,ferdinand m. vieider,,
3844,American Economic Review,2019.0,fernando luco,,
3845,American Economic Review,2015.0,filip matêjka,,
3847,Review of Economic Studies,2009.0,filippo altissimo,,
3848,Econometrica,2013.0,filippo massari,,
3849,Journal of Political Economy,2001.0,finn e. kydland,,
3850,American Economic Review,2006.0,finn e. kydland,,
3851,American Economic Review,2000.0,finn e. kydland,,
3852,American Economic Review,2008.0,fiona greig,,
3853,The Quarterly Journal of Economics,2006.0,fiona m. scott morton,,
3854,American Economic Review,2010.0,fiona scott morton,,
3861,Econometrica,2016.0,florian brandl,,
3862,American Economic Review,2012.0,florian herold,,
3863,American Economic Review,2014.0,florian hoffmann,,
3864,Review of Economic Studies,2013.0,florian pelgrin,,
3865,American Economic Review,2006.0,florian zettelmeyer,,
3866,American Economic Review,2015.0,florian zettelmeyer,,
3867,American Economic Review,2013.0,florian zettelmeyer,,
3869,Journal of Political Economy,2015.0,flávio cunha,,
3870,Review of Economic Studies,2016.0,fotini christia,,
3871,American Economic Review,2014.0,fran?ois fontaine,,
3872,American Economic Review,2006.0,france portrait,,
3873,Review of Economic Studies,2019.0,francesc dilmé,,
3874,Review of Economic Studies,2003.0,francesca cornelli,,
3875,Review of Economic Studies,2019.0,francesco dacunto,,
3876,American Economic Review,2010.0,francesco feri,,
3877,Econometrica,2014.0,francesco feri,,
3878,Econometrica,2014.0,francesco feri,,
3879,American Economic Review,2019.0,francesco nava,,
3881,American Economic Review,2016.0,francis de véricourt,,
3884,Econometrica,2011.0,francis kramarz,,
3885,Review of Economic Studies,2010.0,francis kramarz,,
3886,The Quarterly Journal of Economics,2002.0,francis kramarz,,
3887,Review of Economic Studies,2014.0,francis kramarz,,
3888,Journal of Political Economy,2002.0,francis kramarz,,
3892,The Quarterly Journal of Economics,2004.0,francisco alcalá,,
3897,The Quarterly Journal of Economics,2007.0,francisco perez-gonzalez,,
3898,American Economic Review,2006.0,francisco pérez-gonzález,,
3902,American Economic Review,2002.0,frank a. wolak,,
3903,American Economic Review,2019.0,frank a. wolak,,
3906,Review of Economic Studies,2016.0,frank verboven,,
3907,American Economic Review,2010.0,frank verboven,,
3908,Review of Economic Studies,2001.0,frank verboven,,
3909,American Economic Review,2019.0,frank verboven,,
3910,Econometrica,2001.0,"frankel, david m",,
3912,Journal of Political Economy,2009.0,franã§ois r. velde,,
3913,American Economic Review,2002.0,françois bourguignon,,
3914,Review of Economic Studies,2009.0,françois bourguignon,,
3915,Review of Economic Studies,2014.0,françois gourio,,
3916,Econometrica,2017.0,françois le grand,,
3917,Econometrica,2004.0,françois maniquet,,
3918,Review of Economic Studies,2006.0,françois maniquet,,
3919,Review of Economic Studies,2006.0,françois ortalo-magné,,
3920,American Economic Review,2009.0,françois ortalo-magné,,
3921,Econometrica,2011.0,françois salanié,,
3922,Journal of Political Economy,2014.0,frederico belo,,
3923,Journal of Political Economy,2013.0,frits c. r. spieksma,,
3924,Journal of Political Economy,2016.0,frédéric boissay,,
3925,Review of Economic Studies,2010.0,frédéric koessler,,
3926,Journal of Political Economy,2018.0,frédéric malherbe,,
3927,Journal of Political Economy,2014.0,frédéric robert-nicoud,,
3928,Econometrica,2010.0,fuhito kojima,,
3929,Econometrica,2010.0,fuhito kojima,,
3930,American Economic Review,2009.0,fuhito kojima,,
3931,American Economic Review,2015.0,fuhito kojima,,
3932,American Economic Review,2013.0,fuhito kojima,,
3933,American Economic Review,2008.0,fuhito kojima,,
3934,American Economic Review,2008.0,fuhito kojima,,
3935,American Economic Review,2007.0,fuhito kojima,,
3936,Econometrica,2004.0,fushing hsieh,,
3937,Review of Economic Studies,2008.0,g. b. gorton,,
3938,Review of Economic Studies,2007.0,g. l. violante,,
3940,Econometrica,2016.0,gabi gayer,,
3941,Econometrica,2012.0,gabriel carroll,,
3942,Econometrica,2019.0,gabriel carroll,,
3943,Econometrica,2017.0,gabriel carroll,,
3944,American Economic Review,2015.0,gabriel carroll,,
3945,Review of Economic Studies,2019.0,gabriel carroll,,
3949,The Quarterly Journal of Economics,2009.0,gabriel d. carroll,,
3950,Journal of Political Economy,2017.0,gabriel jiménez,,
3951,American Economic Review,2000.0,gabriel perez-quiros,,
3952,Econometrica,2008.0,gabriel y. weintraub,,
3953,Review of Economic Studies,2017.0,gabriel y. weintraub,,
3956,American Economic Review,2017.0,gary biglaiser,,
3957,Econometrica,2004.0,gary chamberlain,,
3958,Econometrica,2007.0,gary chamberlain,,
3959,Econometrica,2009.0,gary chamberlain,,
3960,Econometrica,2010.0,gary chamberlain,,
3962,Review of Economic Studies,2007.0,gary koop,,
3963,American Economic Review,2015.0,gautam gowrisankaran,,
3964,Journal of Political Economy,2012.0,gautam gowrisankaran,,
3965,Journal of Political Economy,2016.0,gautam gowrisankaran,,
3966,Econometrica,2003.0,gautam gowrisankaran,,
3967,American Economic Review,2019.0,gautam rao,,
3968,The Quarterly Journal of Economics,2018.0,gautam rao,,
3970,American Economic Review,2019.0,gee hee hong,,
3971,American Economic Review,2015.0,gee hee hong,,
3989,The Quarterly Journal of Economics,2009.0,geoffrey tate,,
3995,Econometrica,2005.0,georg nöldeke,,
3996,Econometrica,2018.0,georg nöldeke,,
3997,Econometrica,2015.0,georg nöldeke,,
3998,Review of Economic Studies,2008.0,georg weizsäcker,,
3999,Review of Economic Studies,2004.0,georg weizsäcker,,
4000,The Quarterly Journal of Economics,2002.0,george baker,,
4004,The Quarterly Journal of Economics,2004.0,george p. baker,,
4005,American Economic Review,2003.0,george p. baker,,
4008,The Quarterly Journal of Economics,2006.0,george wu,,
4009,American Economic Review,2007.0,george zanjani,,
4010,American Economic Review,2002.0,gerald e. auten,,
4011,Journal of Political Economy,2016.0,gerard hoberg,,
4015,American Economic Review,2012.0,gerard padro i miquel,,
4016,The Quarterly Journal of Economics,2012.0,gerard padró i miquel,,
4017,The Quarterly Journal of Economics,2010.0,gerard padró i miquel,,
4018,Review of Economic Studies,2007.0,gerard padró i miquel,,
4019,Review of Economic Studies,2019.0,gerard padró i miquel,,
4020,American Economic Review,2015.0,gerard padró i miquel,,
4021,Econometrica,2014.0,gharad bryan,,
4022,Econometrica,2014.0,gharad bryan,,
4023,Journal of Political Economy,2019.0,gharad bryan,,
4032,Review of Economic Studies,2009.0,gijs van de kuilen,,
4033,Review of Economic Studies,2014.0,gijs van de kuilen,,
4034,Econometrica,2002.0,gil kalai,,
4035,Econometrica,2004.0,gil kalai,,
4036,The Quarterly Journal of Economics,2003.0,ginger zhe jin,,
4037,Review of Economic Studies,2007.0,ginger zhe jin,,
4064,Econometrica,2005.0,godfrey keller,,
4065,The Quarterly Journal of Economics,2019.0,gojko barjamovic,,
4066,Review of Economic Studies,2017.0,gonzalo cisternas,,
4067,Review of Economic Studies,2018.0,gonzalo cisternas,,
4076,Econometrica,2001.0,"govindan, srihari",,
4077,Econometrica,2001.0,"govindan, srihari",,
4079,American Economic Review,2019.0,grant graziani,,
4080,The Quarterly Journal of Economics,2008.0,grant miller,,
4081,Journal of Political Economy,2010.0,grant miller,,
4089,American Economic Review,2004.0,greg shaffer,,
4090,Review of Economic Studies,2019.0,gregor jarosch,,
4091,Journal of Political Economy,2019.0,gregor matvos,,
4092,American Economic Review,2017.0,gregor matvos,,
4093,American Economic Review,2017.0,gregory j. martin,,
4094,Journal of Political Economy,2002.0,gregory m. ellis,,
4101,American Economic Review,2007.0,grégoire rota graziosi,,
4102,Review of Economic Studies,2019.0,grégory jolivet,,
4103,American Economic Review,2017.0,guangrong ma,,
4104,Econometrica,2010.0,guido kuersteiner,,
4105,American Economic Review,2012.0,guido porto,,
4117,Econometrica,2005.0,guillaume fréchette,,
4119,The Quarterly Journal of Economics,2018.0,guillaume r fréchette,,
4121,American Economic Review,2019.0,guillaume r. fréchette,,
4122,Review of Economic Studies,2015.0,guillaume r. fréchette,,
4123,American Economic Review,2019.0,guillaume r. fréchette,,
4125,American Economic Review,2014.0,guillermo ordo?ez,,
4126,Journal of Political Economy,2013.0,guillermo ordoñez,,
4127,The Quarterly Journal of Economics,2015.0,guillermo ordoñez,,
4128,American Economic Review,2017.0,guillermo ordoñez,,
4129,The Quarterly Journal of Economics,2003.0,guillermo zamarripa,,
4130,American Economic Review,2017.0,guillermo zamarripa,,
4131,Econometrica,2001.0,"gul, faruk",,
4132,American Economic Review,2010.0,gunter j. hitsch,,
4133,American Economic Review,2002.0,guo li,,
4134,Review of Economic Studies,2018.0,gustav sigurdsson,,
4135,Econometrica,2008.0,gustavo manso,,
4136,Econometrica,2009.0,gustavo manso,,
4137,Econometrica,2010.0,gustavo soares,,
4140,Review of Economic Studies,2018.0,gábor virág,,
4141,Journal of Political Economy,2014.0,günther fink,,
4142,American Economic Review,2004.0,h. d. vinod,,
4143,American Economic Review,2004.0,h. d. vinod,,
4144,American Economic Review,2003.0,h. d. vinod,,
4145,The Quarterly Journal of Economics,2006.0,h. eugene stanley,,
4146,Econometrica,2008.0,h. jerome keisler,,
4147,American Economic Review,2000.0,h. naci mocan,,
4148,American Economic Review,2008.0,h. spencer banzhaf,,
4149,Econometrica,2002.0,h. wozniakowski,,
4150,American Economic Review,2014.0,h?lya eraslan,,
4151,American Economic Review,2019.0,haelim anderson,,
4152,Econometrica,2001.0,"hahn, jinyong",,
4153,Review of Economic Studies,2017.0,hajo holzmann,,
4154,The Quarterly Journal of Economics,2018.0,halsey rogers,,
4155,Econometrica,2010.0,haluk ergin,,
4156,Econometrica,2010.0,haluk ergin,,
4157,American Economic Review,2008.0,haluk ergin,,
4158,Econometrica,2002.0,haluk i. ergin,,
4159,Econometrica,2001.0,"hamilton, james d",,
4160,American Economic Review,2016.0,han bleichrodt,,
4165,American Economic Review,2018.0,hannah m. postel,,
4166,Journal of Political Economy,2017.0,hannah trachtman,,
4169,Econometrica,2016.0,hans georg seedig,,
4170,Econometrica,2000.0,hans haller,,
4171,Review of Economic Studies,2001.0,hans haller,,
4173,American Economic Review,2000.0,hans peter gruner,,
4174,Econometrica,2019.0,hans peter grüner,,
4176,Review of Economic Studies,2016.0,hans-peter kohler,,
4177,Review of Economic Studies,2017.0,haoxiang zhu,,
4178,American Economic Review,2002.0,harald künemund,,
4179,Review of Economic Studies,2013.0,hariharan dharmarajan,,
4180,American Economic Review,2007.0,harish krishnan,,
4182,The Quarterly Journal of Economics,2017.0,harold a. pollack,,
4192,Econometrica,2001.0,"harris, christopher",,
4194,Journal of Political Economy,2004.0,harry mamaysky,,
4197,American Economic Review,2019.0,hedibert f. lopes,,
4198,The Quarterly Journal of Economics,2012.0,heidi allen,,
4206,Review of Economic Studies,2008.0,heikki rantakari,,
4207,American Economic Review,2016.0,heikki rantakari,,
4208,Review of Economic Studies,2017.0,heiner schumacher,,
4209,Econometrica,2010.0,helga fehr-duda,,
4210,American Economic Review,2015.0,helga fehr-duda,,
4211,Econometrica,2004.0,helmut lütkepohl,,
4212,Journal of Political Economy,2012.0,heléne lundqvist,,
4213,The Quarterly Journal of Economics,2013.0,henrik j. kleven,,
4214,Review of Economic Studies,2018.0,henrik jacobsen kleven,,
4215,Econometrica,2011.0,henrik jacobsen kleven,,
4216,The Quarterly Journal of Economics,2014.0,henrik jacobsen kleven,,
4217,Econometrica,2009.0,henrik jacobsen kleven,,
4218,Journal of Political Economy,2016.0,henrik jacobsen kleven,,
4219,Journal of Political Economy,2015.0,henrik jacobsen kleven,,
4220,American Economic Review,2013.0,henrik jacobsen kleven,,
4221,American Economic Review,2019.0,henrik kleven,,
4222,American Economic Review,2008.0,henry s. farber,,
4223,The Quarterly Journal of Economics,2015.0,henry s. farber,,
4224,Journal of Political Economy,2005.0,henry s. farber,,
4225,Review of Economic Studies,2005.0,herakles polemarchakis,,
4226,Econometrica,2017.0,herakles polemarchakis,,
4227,Review of Economic Studies,2016.0,herbert brücker,,
4228,Econometrica,2001.0,"hermalin, benjamin e",,
4229,American Economic Review,2011.0,hernán a. makse,,
4230,American Economic Review,2011.0,hernán d. rozenfeld,,
4231,American Economic Review,2015.0,hernán ruffo,,
4232,American Economic Review,2016.0,hervé le bihan,,
4233,Econometrica,2013.0,hervé moulin,,
4234,Econometrica,2000.0,hervé moulin,,
4235,Econometrica,2017.0,hervé moulin,,
4236,American Economic Review,2016.0,hilary hoynes,,
4238,Econometrica,2002.0,hildegard dierker,,
4240,The Quarterly Journal of Economics,2018.0,himabindu lakkaraju,,
4243,The Quarterly Journal of Economics,2004.0,holger m. müller,,
4244,Journal of Political Economy,2017.0,holger sieg,,
4245,American Economic Review,2002.0,holger sieg,,
4246,Econometrica,2006.0,holger sieg,,
4247,American Economic Review,2017.0,holger sieg,,
4248,American Economic Review,2010.0,holger sieg,,
4249,Journal of Political Economy,2000.0,holger sieg,,
4250,Econometrica,2001.0,holger sieg,,
4251,Review of Economic Studies,2009.0,hong li,,
4252,American Economic Review,2000.0,hope corman,,
4253,Econometrica,2001.0,"horowitz, joel l",,
4254,Econometrica,2001.0,"horowitz, joel l",,
4255,Journal of Political Economy,2003.0,howard f. chang,,
4256,American Economic Review,2003.0,howard reed,,
4257,Journal of Political Economy,2002.0,howard rosenthal,,
4260,Econometrica,2001.0,"huddart, steven",,
4261,Econometrica,2001.0,"hughes, john s",,
4265,American Economic Review,2019.0,huiyu li,,
4266,Econometrica,2003.0,hulya eraslan,,
4267,American Economic Review,2002.0,huseyin yildirim,,
4268,American Economic Review,2013.0,huseyin yildirim,,
4269,Review of Economic Studies,2011.0,huseyin yildirim,,
4270,Econometrica,2004.0,hyungtaik ahn,,
4271,Journal of Political Economy,2007.0,hã©lã¨ne rey,,
4272,The Quarterly Journal of Economics,2005.0,hélène rey,,
4273,Review of Economic Studies,2001.0,hélène rey,,
4274,American Economic Review,2006.0,hélène rey,,
4275,Review of Economic Studies,2019.0,hélène turon,,
4276,Review of Economic Studies,2010.0,hülya eraslan,,
4277,Econometrica,2009.0,i. ekeland,,
4278,Econometrica,2014.0,i. sebastian buhai,,
4279,The Quarterly Journal of Economics,2005.0,i. serdar dinç,,
4288,American Economic Review,2009.0,ian w. h. parry,,
4289,American Economic Review,2005.0,ian w. h. parry,,
4292,American Economic Review,2015.0,ian w. r. martin,,
4293,Econometrica,2013.0,idione meneghel,,
4294,Econometrica,2015.0,igal hendel,,
4295,Review of Economic Studies,2005.0,igal hendel,,
4296,American Economic Review,2013.0,igal hendel,,
4297,American Economic Review,2009.0,igal hendel,,
4298,Journal of Political Economy,2002.0,igal hendel,,
4299,Econometrica,2006.0,igal hendel,,
4300,American Economic Review,2006.0,igal hendel,,
4301,The Quarterly Journal of Economics,2003.0,igal hendel,,
4303,American Economic Review,2017.0,ignacio ortuño-ortín,,
4304,American Economic Review,2015.0,igor popov,,
4305,American Economic Review,2014.0,ilan guttman,,
4306,American Economic Review,2017.0,ilan kremer,,
4307,American Economic Review,2011.0,ilan kremer,,
4308,American Economic Review,2005.0,ilan kremer,,
4309,American Economic Review,2019.0,ilan kremer,,
4310,Review of Economic Studies,2006.0,ilan kremer,,
4311,Econometrica,2002.0,ilan kremer,,
4312,American Economic Review,2014.0,ilan kremer,,
4313,Review of Economic Studies,2011.0,ilan lobel,,
4314,American Economic Review,2007.0,ilia d. dichev,,
4315,Econometrica,2015.0,ilia rainer,,
4316,Review of Economic Studies,2017.0,ilse lindenlaub,,
4317,Econometrica,2011.0,ilya molchanov,,
4318,American Economic Review,2000.0,ilya r. segal,,
4319,The Quarterly Journal of Economics,2019.0,ilya rahkovsky,,
4320,Econometrica,2003.0,ilya segal,,
4321,Econometrica,2013.0,ilya segal,,
4322,Econometrica,2014.0,ilya segal,,
4323,Econometrica,2002.0,ilya segal,,
4324,American Economic Review,2003.0,ilya segal,,
4325,Journal of Political Economy,2020.0,ilya segal,,
4326,Review of Economic Studies,2003.0,ilya segal,,
4327,Journal of Political Economy,2010.0,ilya segal,,
4328,Review of Economic Studies,2019.0,ilya segal,,
4329,American Economic Review,2007.0,ilya segal,,
4330,Econometrica,2002.0,ilya segal,,
4331,The Quarterly Journal of Economics,2011.0,ilyana kuziemko,,
4332,American Economic Review,2015.0,ilyana kuziemko,,
4333,Journal of Political Economy,2006.0,ilyana kuziemko,,
4334,The Quarterly Journal of Economics,2013.0,ilyana kuziemko,,
4335,American Economic Review,2014.0,ilyana kuziemko,,
4336,American Economic Review,2018.0,ilyana kuziemko,,
4337,Review of Economic Studies,2010.0,imran rasul,,
4338,The Quarterly Journal of Economics,2017.0,imran rasul,,
4339,The Quarterly Journal of Economics,2005.0,imran rasul,,
4340,Econometrica,2009.0,imran rasul,,
4341,The Quarterly Journal of Economics,2007.0,imran rasul,,
4342,Journal of Political Economy,2014.0,imran rasul,,
4343,Review of Economic Studies,2000.0,in ho lee,,
4344,Journal of Political Economy,2006.0,in utero,,
4345,Review of Economic Studies,2015.0,in-koo cho,,
4346,Review of Economic Studies,2002.0,in-koo cho,,
4347,Review of Economic Studies,2005.0,in-koo cho,,
4348,American Economic Review,2017.0,in-koo cho,,
4349,American Economic Review,2019.0,inga deimen,,
4351,The Quarterly Journal of Economics,2015.0,ingvil gaarder,,
4352,American Economic Review,2012.0,ingvild almas,,
4353,American Economic Review,2013.0,ira shoulson,,
4354,American Economic Review,2013.0,ira shoulson,,
4355,American Economic Review,2016.0,ira shoulson,,
4356,American Economic Review,2019.0,isaac m. opper,,
4358,The Quarterly Journal of Economics,2014.0,isaac osei-akoto,,
4359,American Economic Review,2001.0,isabelle bajeux-besnainou,,
4360,Econometrica,2011.0,isabelle perrigne,,
4361,Econometrica,2000.0,isabelle perrigne,,
4362,Journal of Political Economy,2018.0,isabelle perrigne,,
4363,Econometrica,2009.0,isabelle perrigne,,
4364,American Economic Review,2019.0,isaiah andrews,,
4365,American Economic Review,2016.0,isaiah andrews,,
4366,Econometrica,2016.0,isaiah andrews,,
4367,Econometrica,2016.0,isaiah andrews,,
4368,Econometrica,2016.0,isaiah andrews,,
4369,The Quarterly Journal of Economics,2017.0,isaiah andrews,,
4370,Econometrica,2016.0,itai arieli,,
4371,Journal of Political Economy,2017.0,itai ashlagi,,
4372,Econometrica,2010.0,itai ashlagi,,
4373,American Economic Review,2019.0,itai ashlagi,,
4374,The Quarterly Journal of Economics,2017.0,itamar drechsler,,
4375,Review of Economic Studies,2008.0,itay goldstein,,
4376,Review of Economic Studies,2011.0,itay goldstein,,
4377,American Economic Review,2015.0,itay goldstein,,
4378,Journal of Political Economy,2019.0,itay saporta-eksten,,
4379,American Economic Review,2019.0,itay saporta-eksten,,
4380,Journal of Political Economy,2018.0,itay saporta-eksten,,
4381,American Economic Review,2016.0,itay saporta-eksten,,
