,journal,year,author,name,Short-Id
1689,American Economic Review,2008.0,Tayfun Sonmez,Tayfun Sonmez,psi57
1692,American Economic Review,2008.0,Caroline Freund,Caroline Freund,pfr135
1693,American Economic Review,2008.0,Caglar Ozden,Caglar Ozden,poz39
1694,American Economic Review,2008.0,Marcus Hagedorn,Marcus Hagedorn,pha949
1695,American Economic Review,2008.0,Iourii Manovskii,Iourii Manovskii,pma158
1696,American Economic Review,2008.0,Thomas Chaney,Thomas Chaney,pch504
1699,American Economic Review,2008.0,Ian Crawford,Ian Crawford,pcr80
1700,American Economic Review,2008.0,J. Peter Neary,J. Peter Neary,pne11
1701,American Economic Review,2008.0,Jean-Marie Baland,Jean-Marie Baland,pba128
1704,American Economic Review,2008.0,Daniel M. Sturm,Daniel M. Sturm,pst443
1706,American Economic Review,2008.0,Rebecca L. Thornton,Rebecca L. Thornton,pth143
1711,American Economic Review,2008.0,Luigi Pistaferri,Luigi Pistaferri,ppi39
1713,American Economic Review,2008.0,Robert Shimer,Robert Shimer,psh9
1714,American Economic Review,2008.0,Ivan Werning,Ivan Werning,pwe141
1716,American Economic Review,2008.0,Takeo Hoshi,Takeo Hoshi,pho107
1719,American Economic Review,2008.0,Esteban Rossi-Hansberg,Esteban Rossi-Hansberg,pro72
1720,American Economic Review,2008.0,Andrew Atkeson,Andrew Atkeson,pat52
1723,American Economic Review,2008.0,Nuno Limao,Nuno Limao,pli22
1726,American Economic Review,2008.0,Ming Huang,Ming Huang,phu425
1727,American Economic Review,2008.0,Timothy Cogley,Timothy Cogley,pco39
1731,American Economic Review,2008.0,Ralph Stinebrickner,Ralph Stinebrickner,pst471
1733,American Economic Review,2008.0,Joan Esteban,Joan Esteban,pes64
1734,American Economic Review,2008.0,Debraj Ray,Debraj Ray,pra6
1736,American Economic Review,2008.0,Allan Drazen,Allan Drazen,pdr25
1737,American Economic Review,2008.0,Bruce D. Meyer,Bruce D. Meyer,pme273
1740,American Economic Review,2008.0,Carlos Dobkin,Carlos Dobkin,pdo220
1742,American Economic Review,2008.0,Ming-Jen Lin,Ming-Jen Lin,pli194
1743,American Economic Review,2008.0,Ming-Ching Luoh,Ming-Ching Luoh,plu230
1745,American Economic Review,2009.0,Juan Carlos Conesa,Juan Carlos Conesa,pco15
1746,American Economic Review,2009.0,Sagiri Kitao,Sagiri Kitao,pki134
1750,American Economic Review,2009.0,Jonathan Levin,Jonathan Levin,ple318
1752,American Economic Review,2009.0,Mariacristina De Nardi,Mariacristina De Nardi,pde51
1753,American Economic Review,2009.0,Alexandre Mas,Alexandre Mas,pma2363
1754,American Economic Review,2009.0,Enrico Moretti,Enrico Moretti,pmo392
1755,American Economic Review,2009.0,Lena Edlund,Lena Edlund,ped9
1756,American Economic Review,2009.0,Wojciech Kopczuk,Wojciech Kopczuk,pko20
1757,American Economic Review,2009.0,Miguel Urquiola,Miguel Urquiola,pur10
1758,American Economic Review,2009.0,Eric Verhoogen,Eric Verhoogen,pve68
1759,American Economic Review,2009.0,Paul Beaudry,Paul Beaudry,pbe35
1760,American Economic Review,2009.0,Charles Blackorby,Charles Blackorby,pbl21
1762,American Economic Review,2009.0,Robert J. Barro,Robert J. Barro,pba251
1763,American Economic Review,2009.0,Jean Tirole,Jean Tirole,pti33
1765,American Economic Review,2009.0,Daniel John Zizzo,Daniel John Zizzo,pzi26
1766,American Economic Review,2009.0,Carlos Dobkin,Carlos Dobkin,pdo220
1768,American Economic Review,2009.0,Jean Boivin,Jean Boivin,pbo43
1769,American Economic Review,2009.0,Marc P. Giannoni,Marc P. Giannoni,pgi36
1770,American Economic Review,2009.0,Ilian Mihov,Ilian Mihov,pmi131
1773,American Economic Review,2009.0,Yan Chen,Yan Chen,pch1446
1774,American Economic Review,2009.0,Yan Chen,Yan Chen,pch683
1775,American Economic Review,2009.0,Sherry Xin Li,Sherry Xin Li,pli1149
1776,American Economic Review,2009.0,Stephen F. Hamilton,Stephen F. Hamilton,pha375
1777,American Economic Review,2009.0,John Morgan,John Morgan,pmo131
1779,American Economic Review,2009.0,Manuela Angelucci,Manuela Angelucci,pan79
1780,American Economic Review,2009.0,Giacomo De Giorgi,Giacomo De Giorgi,pde483
1782,American Economic Review,2009.0,Thomas Stratmann,Thomas Stratmann,pst44
1783,American Economic Review,2009.0,Antonio Spilimbergo,Antonio Spilimbergo,psp16
1785,American Economic Review,2009.0,Anat Bracha,Anat Bracha,pbr713
1786,American Economic Review,2009.0,Stephan Meier,Stephan Meier,pme62
1795,American Economic Review,2009.0,Erik Stafford,Erik Stafford,pst291
1796,American Economic Review,2009.0,Antonio M. Bento,Antonio M. Bento,pbe765
1801,American Economic Review,2009.0,Kenneth A. Small,Kenneth A. Small,psm84
1802,American Economic Review,2009.0,Brian R. Copeland,Brian R. Copeland,pco51
1803,American Economic Review,2009.0,M. Scott Taylor,M. Scott Taylor,pta60
1805,American Economic Review,2009.0,Bartosz Mackowiak,Bartosz Mackowiak,pma547
1806,American Economic Review,2009.0,Mirko Wiederholt,Mirko Wiederholt,pwi93
1807,American Economic Review,2009.0,Nir Jaimovich,Nir Jaimovich,pja325
1808,American Economic Review,2009.0,Henry E. Siu,Henry E. Siu,psi89
1809,American Economic Review,2009.0,Arthur Lewbel,Arthur Lewbel,ple43
1810,American Economic Review,2009.0,Krishna Pendakur,Krishna Pendakur,ppe241
1811,American Economic Review,2009.0,Hongbin Cai,Hongbin Cai,pca504
1812,American Economic Review,2009.0,Yuyu Chen,Yuyu Chen,pch138
1813,American Economic Review,2009.0,Hanming Fang,Hanming Fang,pfa17
1814,American Economic Review,2009.0,Roman Inderst,Roman Inderst,pin77
1815,American Economic Review,2009.0,Marco Ottaviani,Marco Ottaviani,pot1
1817,American Economic Review,2009.0,Matthew Rabin,Matthew Rabin,pra660
1818,American Economic Review,2009.0,Nick Netzer,Nick Netzer,pne89
1819,American Economic Review,2009.0,Gary Charness,Gary Charness,pch205
1821,American Economic Review,2009.0,Gabriele Camera,Gabriele Camera,pca27
1822,American Economic Review,2009.0,Marco Casari,Marco Casari,pca263
1824,American Economic Review,2009.0,Dean Yang,Dean Yang,pya75
1825,American Economic Review,2009.0,Alan Beggs,Alan Beggs,pbe253
1826,American Economic Review,2009.0,Kathryn Graddy,Kathryn Graddy,pgr151
1828,American Economic Review,2009.0,Lutz Kilian,Lutz Kilian,pki110
1829,American Economic Review,2009.0,Julian Wright,Julian Wright,pwr4
1830,American Economic Review,2009.0,Lena Edlund,Lena Edlund,ped9
1831,American Economic Review,2009.0,Wojciech Kopczuk,Wojciech Kopczuk,pko20
1832,American Economic Review,2009.0,Nir Jaimovich,Nir Jaimovich,pja325
1833,American Economic Review,2009.0,Sergio Rebelo,Sergio Rebelo,pre4
1834,American Economic Review,2009.0,Francis A. Longstaff,Francis A. Longstaff,plo283
1835,American Economic Review,2009.0,Raj Chetty,Raj Chetty,pch161
1838,American Economic Review,2009.0,Andreas Blume,Andreas Blume,pbl144
1839,American Economic Review,2009.0,John Duffy,John Duffy,pdu3
1841,American Economic Review,2009.0,Hikaru Ogawa,Hikaru Ogawa,pog51
1843,American Economic Review,2009.0,Timothy Besley,Timothy Besley,pbe46
1844,American Economic Review,2009.0,Torsten Persson,Torsten Persson,ppe28
1846,American Economic Review,2009.0,Oriana Bandiera,Oriana Bandiera,pba451
1847,American Economic Review,2009.0,Andrea Prat,Andrea Prat,ppr174
1848,American Economic Review,2009.0,Tommaso Valletti,Tommaso Valletti,pva219
1851,American Economic Review,2009.0,Damien Sheehan-Connor,Damien Sheehan-Connor,psh746
1852,American Economic Review,2009.0,Michael Kosfeld,Michael Kosfeld,pko101
1853,American Economic Review,2009.0,Akira Okada,Akira Okada,pok50
1854,American Economic Review,2009.0,Arno Riedl,Arno Riedl,pri41
1855,American Economic Review,2009.0,Clemens Sialm,Clemens Sialm,psi59
1856,American Economic Review,2009.0,Joshua Angrist,Joshua Angrist,pan29
1858,American Economic Review,2009.0,Marco Del Negro,Marco Del Negro,pde35
1859,American Economic Review,2009.0,Frank Schorfheide,Frank Schorfheide,psc19
1862,American Economic Review,2009.0,Asen Ivanov,Asen Ivanov,piv54
1863,American Economic Review,2009.0,Dan Levin,Dan Levin,ple601
1864,American Economic Review,2009.0,James Peck,James Peck,ppe62
1865,American Economic Review,2009.0,Matthew Rabin,Matthew Rabin,pra660
1866,American Economic Review,2009.0,Georg Weizsacker,Georg Weizsacker,pwe277
1868,American Economic Review,2009.0,Paul Klemperer,Paul Klemperer,pkl5
1869,American Economic Review,2009.0,Alex Gershkov,Alex Gershkov,pge138
1870,American Economic Review,2009.0,Benny Moldovanu,Benny Moldovanu,pmo12
1871,American Economic Review,2009.0,Huberto M. Ennis,Huberto M. Ennis,pen16
1872,American Economic Review,2009.0,Todd Keister,Todd Keister,pke17
1874,American Economic Review,2009.0,Ignacio Palacios-Huerta,Ignacio Palacios-Huerta,ppa164
1875,American Economic Review,2009.0,Oscar Volij,Oscar Volij,pvo1
1876,American Economic Review,2009.0,Luca Benati,Luca Benati,pbe573
1877,American Economic Review,2009.0,Paolo Surico,Paolo Surico,psu32
1878,American Economic Review,2009.0,Benjamin R. Mandel,Benjamin R. Mandel,pma1142
1880,American Economic Review,2009.0,Robert C. Feenstra,Robert C. Feenstra,pfe116
1883,American Economic Review,2009.0,Jan Eeckhout,Jan Eeckhout,pee1
1886,American Economic Review,2009.0,Yoram Weiss,Yoram Weiss,pwe155
1887,American Economic Review,2009.0,Nicholas Z. Muller,Nicholas Z. Muller,pmu472
1889,American Economic Review,2009.0,George-Levi Gayle,George-Levi Gayle,pga778
1891,American Economic Review,2009.0,Michael D. Grubb,Michael D. Grubb,pgr239
1892,American Economic Review,2009.0,Galina Vereshchagina,Galina Vereshchagina,pve74
1893,American Economic Review,2009.0,Hugo A. Hopenhayn,Hugo A. Hopenhayn,pho217
1894,American Economic Review,2009.0,Silke Januszewski Forbes,Silke Januszewski Forbes,pfo264
1896,American Economic Review,2009.0,Claudia M. Landeo,Claudia M. Landeo,pla167
1899,American Economic Review,2009.0,Aviv Nevo,Aviv Nevo,pne133
1901,American Economic Review,2009.0,H. Peyton Young,H. Peyton Young,pyo43
1903,American Economic Review,2009.0,Larry Samuelson,Larry Samuelson,psa80
1911,American Economic Review,2009.0,Xuanming Su,Xuanming Su,psu213
1912,American Economic Review,2009.0,Guido Lorenzoni,Guido Lorenzoni,plo185
1914,American Economic Review,2009.0,David Laibson,David Laibson,pla164
1915,American Economic Review,2009.0,Brigitte C. Madrian,Brigitte C. Madrian,pma384
1916,American Economic Review,2009.0,Laura Alfaro,Laura Alfaro,pal64
1919,American Economic Review,2009.0,Joel Waldfogel,Joel Waldfogel,pwa46
1920,American Economic Review,2009.0,Marco Ottaviani,Marco Ottaviani,pot1
1922,American Economic Review,2009.0,Olivier Jeanne,Olivier Jeanne,pje59
1925,American Economic Review,2009.0,Amnon Rapoport,Amnon Rapoport,pra705
1926,American Economic Review,2009.0,Arik Levinson,Arik Levinson,ple135
1928,American Economic Review,2009.0,Trond E. Olsen,Trond E. Olsen,pol185
1929,American Economic Review,2009.0,Erich Battistin,Erich Battistin,pba163
1930,American Economic Review,2009.0,Agar Brugiavini,Agar Brugiavini,pbr101
1931,American Economic Review,2009.0,Enrico Rettore,Enrico Rettore,pre449
1932,American Economic Review,2009.0,Guglielmo Weber,Guglielmo Weber,pwe54
1933,American Economic Review,2009.0,John G. Matsusaka,John G. Matsusaka,pma140
1934,American Economic Review,2009.0,Matthias Sutter,Matthias Sutter,psu6
1935,American Economic Review,2009.0,Christian Bayer,Christian Bayer,pba175
1936,American Economic Review,2009.0,Russell Cooper,Russell Cooper,pco940
1937,American Economic Review,2009.0,Jonathan L. Willis,Jonathan L. Willis,pwi160
1940,American Economic Review,2010.0,Angus Deaton,Angus Deaton,pde30
1943,American Economic Review,2010.0,Andrew B. Bernard,Andrew B. Bernard,pbe478
1945,American Economic Review,2010.0,Peter K. Schott,Peter K. Schott,psc98
1951,American Economic Review,2010.0,Amitabh Chandra,Amitabh Chandra,pch893
1952,American Economic Review,2010.0,Jonathan Gruber,Jonathan Gruber,pgr20
1954,American Economic Review,2010.0,Josh Lerner,Josh Lerner,ple60
1955,American Economic Review,2010.0,Ulrike Malmendier,Ulrike Malmendier,pma1397
1958,American Economic Review,2010.0,Michael Woodford,Michael Woodford,pwo3
1959,American Economic Review,2010.0,Gita Gopinath,Gita Gopinath,pgo327
1960,American Economic Review,2010.0,Oleg Itskhoki,Oleg Itskhoki,pit14
1961,American Economic Review,2010.0,Roberto Rigobon,Roberto Rigobon,pri12
1962,American Economic Review,2010.0,Xavier Mateos-Planas,Xavier Mateos-Planas,pma171
1963,American Economic Review,2010.0,Kei-Mu Yi,Kei-Mu Yi,pyi44
1964,American Economic Review,2010.0,Henrik Horn,Henrik Horn,pho182
1965,American Economic Review,2010.0,Giovanni Maggi,Giovanni Maggi,pma1315
1966,American Economic Review,2010.0,Robert W. Staiger,Robert W. Staiger,pst85
1967,American Economic Review,2010.0,Klaus Abbink,Klaus Abbink,pab191
1968,American Economic Review,2010.0,Jordi Brandts,Jordi Brandts,pbr469
1970,American Economic Review,2010.0,Henrik Orzen,Henrik Orzen,por37
1971,American Economic Review,2010.0,Sylvain Chassang,Sylvain Chassang,pch604
1973,American Economic Review,2010.0,Sophocles Mavroeidis,Sophocles Mavroeidis,pma404
1974,American Economic Review,2010.0,Jeffrey Carpenter,Jeffrey Carpenter,pca67
1975,American Economic Review,2010.0,Peter Hans Matthews,Peter Hans Matthews,pma146
1978,American Economic Review,2010.0,Jay C. Shambaugh,Jay C. Shambaugh,psh497
1979,American Economic Review,2010.0,Urs Fischbacher,Urs Fischbacher,pfi115
1981,American Economic Review,2010.0,Tomomi Tanaka,Tomomi Tanaka,pta140
1986,American Economic Review,2010.0,Mark Duggan,Mark Duggan,pdu194
1988,American Economic Review,2010.0,Roger E. A. Farmer,Roger E. A. Farmer,pfa3
1989,American Economic Review,2010.0,Daniel F. Waggoner,Daniel F. Waggoner,pwa463
1990,American Economic Review,2010.0,Tao Zha,Tao Zha,pzh80
1991,American Economic Review,2010.0,Troy Davig,Troy Davig,pda131
1992,American Economic Review,2010.0,Eric M. Leeper,Eric M. Leeper,ple3
1993,American Economic Review,2010.0,Bo Chen,Bo Chen,pch458
1994,American Economic Review,2010.0,Gary E. Bolton,Gary E. Bolton,pbo138
1995,American Economic Review,2010.0,Axel Ockenfels,Axel Ockenfels,poc7
2005,American Economic Review,2010.0,Elinor Ostrom,Elinor Ostrom,pos55
2006,American Economic Review,2010.0,Oliver E. Williamson,Oliver E. Williamson,pwi200
2009,American Economic Review,2010.0,John Asker,John Asker,pas7
2012,American Economic Review,2010.0,William Fuchs,William Fuchs,pfu46
2013,American Economic Review,2010.0,Andrzej Skrzypacz,Andrzej Skrzypacz,psk11
2015,American Economic Review,2010.0,Philippe Bacchetta,Philippe Bacchetta,pba111
2017,American Economic Review,2010.0,Dennis Epple,Dennis Epple,pep21
2020,American Economic Review,2010.0,Katrin Tinn,Katrin Tinn,pti91
2022,American Economic Review,2010.0,Andreas Lange,Andreas Lange,pla289
2024,American Economic Review,2010.0,Michael K. Price,Michael K. Price,ppr89
2025,American Economic Review,2010.0,Nicholas G. Rupp,Nicholas G. Rupp,pru112
2034,American Economic Review,2010.0,Hans Degryse,Hans Degryse,pde418
2036,American Economic Review,2010.0,Jan Eeckhout,Jan Eeckhout,pee1
2037,American Economic Review,2010.0,Nicola Persico,Nicola Persico,ppe261
2039,American Economic Review,2010.0,Wei Li,Wei Li,pli1030
2040,American Economic Review,2010.0,Wei Li,Wei Li,pli294
2041,American Economic Review,2010.0,Wei Li,Wei Li,pli922
2044,American Economic Review,2010.0,Glenn Ellison,Glenn Ellison,pel10
2047,American Economic Review,2010.0,Burcu Eyigungor,Burcu Eyigungor,pey6
2048,American Economic Review,2010.0,Thomas Dohmen,Thomas Dohmen,pdo43
2049,American Economic Review,2010.0,Armin Falk,Armin Falk,pfa48
2050,American Economic Review,2010.0,David Huffman,David Huffman,phu45
2051,American Economic Review,2010.0,Uwe Sunde,Uwe Sunde,psu51
2052,American Economic Review,2010.0,Espen R. Moen,Espen R. Moen,pmo334
2053,American Economic Review,2010.0,Christian Riis,Christian Riis,pri2
2059,American Economic Review,2010.0,Bruce A. Blonigen,Bruce A. Blonigen,pbl165
2064,American Economic Review,2010.0,Alpo Willman,Alpo Willman,pwi210
2065,American Economic Review,2010.0,Yan Chen,Yan Chen,pch1446
2066,American Economic Review,2010.0,Yan Chen,Yan Chen,pch683
2069,American Economic Review,2010.0,Sherry Xin Li,Sherry Xin Li,pli1149
2071,American Economic Review,2010.0,Hamish Low,Hamish Low,plo34
2072,American Economic Review,2010.0,Costas Meghir,Costas Meghir,pme144
2073,American Economic Review,2010.0,Luigi Pistaferri,Luigi Pistaferri,ppi39
2074,American Economic Review,2010.0,Andrea Galeotti,Andrea Galeotti,pga17
2075,American Economic Review,2010.0,Sanjeev Goyal,Sanjeev Goyal,pgo329
2077,American Economic Review,2010.0,Edward C. Prescott,Edward C. Prescott,ppr10
2078,American Economic Review,2010.0,Fernando Broner,Fernando Broner,pbr162
2079,American Economic Review,2010.0,Alberto Martin,Alberto Martin,pma513
2080,American Economic Review,2010.0,Jaume Ventura,Jaume Ventura,pve110
2081,American Economic Review,2010.0,Benjamin Bushong,Benjamin Bushong,pbu475
2084,American Economic Review,2010.0,Antonio Rangel,Antonio Rangel,pra69
2086,American Economic Review,2010.0,Dilip Mookherjee,Dilip Mookherjee,pmo51
2088,American Economic Review,2010.0,Simon Cowan,Simon Cowan,pco230
2089,American Economic Review,2010.0,John Vickers,John Vickers,pvi114
2090,American Economic Review,2010.0,Faruk Gul,Faruk Gul,pgu73
2091,American Economic Review,2010.0,Wolfgang Pesendorfer,Wolfgang Pesendorfer,ppe7
2093,American Economic Review,2010.0,Isabel Correia,Isabel Correia,pco92
2094,American Economic Review,2010.0,Tore Ellingsen,Tore Ellingsen,pel76
2096,American Economic Review,2010.0,Ingela Alger,Ingela Alger,pal24
2098,American Economic Review,2010.0,Roberto Chang,Roberto Chang,pch80
2100,American Economic Review,2010.0,Daniel Friedman,Daniel Friedman,pfr22
2101,American Economic Review,2010.0,Ryan Oprea,Ryan Oprea,pop18
2103,American Economic Review,2010.0,Ghazala Mansuri,Ghazala Mansuri,pma873
2105,American Economic Review,2010.0,George Loewenstein,George Loewenstein,plo51
2106,American Economic Review,2010.0,Roberto A. Weber,Roberto A. Weber,pwe237
2107,American Economic Review,2010.0,Anna Aizer,Anna Aizer,pai9
2108,American Economic Review,2010.0,Caterina Calsamiglia,Caterina Calsamiglia,pca150
2109,American Economic Review,2010.0,Guillaume Haeringer,Guillaume Haeringer,pha5
2110,American Economic Review,2010.0,Flip Klijn,Flip Klijn,pkl6
2111,American Economic Review,2010.0,Jeremy Greenwood,Jeremy Greenwood,pgr12
2112,American Economic Review,2010.0,Juan M. Sanchez,Juan M. Sanchez,psa150
2113,American Economic Review,2010.0,Cheng Wang,Cheng Wang,pwa721
2115,American Economic Review,2010.0,Bernd Irlenbusch,Bernd Irlenbusch,pir9
2116,American Economic Review,2010.0,Matthias Sutter,Matthias Sutter,psu6
2120,American Economic Review,2010.0,Yeon-Koo Che,Yeon-Koo Che,pch91
2121,American Economic Review,2010.0,Jinwoo Kim,Jinwoo Kim,pki188
2122,American Economic Review,2010.0,Enrique G. Mendoza,Enrique G. Mendoza,pme30
2123,American Economic Review,2010.0,Atif Mian,Atif Mian,pmi415
2124,American Economic Review,2010.0,Amir Sufi,Amir Sufi,psu303
2125,American Economic Review,2010.0,Francesco Trebbi,Francesco Trebbi,ptr40
2126,American Economic Review,2010.0,Marc-Andreas Muendler,Marc-Andreas Muendler,pmu63
2127,American Economic Review,2010.0,Sascha O. Becker,Sascha O. Becker,pbe98
2128,American Economic Review,2010.0,Diego Comin,Diego Comin,pco55
2129,American Economic Review,2010.0,Bart Hobijn,Bart Hobijn,pho54
2130,American Economic Review,2010.0,Yann Algan,Yann Algan,pal51
2131,American Economic Review,2010.0,Pierre Cahuc,Pierre Cahuc,pca333
2132,American Economic Review,2010.0,Michael E. Waugh,Michael E. Waugh,pwa234
2134,American Economic Review,2010.0,Jonathan Levin,Jonathan Levin,ple318
2136,American Economic Review,2010.0,Yoto V. Yotov,Yoto V. Yotov,pyo93
2137,American Economic Review,2010.0,Brit Grosskopf,Brit Grosskopf,pgr176
2139,American Economic Review,2010.0,Pedro Dal Bo,Pedro Dal Bo,pda45
2140,American Economic Review,2010.0,Andrew Foster,Andrew Foster,pfo3
2141,American Economic Review,2010.0,Louis Putterman,Louis Putterman,ppu14
2142,American Economic Review,2010.0,Ron Siegel,Ron Siegel,psi784
2143,American Economic Review,2010.0,Antonio Cabrales,Antonio Cabrales,pca5
2144,American Economic Review,2010.0,Raffaele Miniaci,Raffaele Miniaci,pmi19
2145,American Economic Review,2010.0,Marco Piovesan,Marco Piovesan,ppi143
2146,American Economic Review,2010.0,Giovanni Ponti,Giovanni Ponti,ppo102
2147,American Economic Review,2010.0,Paul Heidhues,Paul Heidhues,phe34
2149,American Economic Review,2010.0,George Alessandria,George Alessandria,pal70
2150,American Economic Review,2010.0,Joseph P. Kaboski,Joseph P. Kaboski,pka175
2151,American Economic Review,2010.0,Virgiliu Midrigan,Virgiliu Midrigan,pmi156
2152,American Economic Review,2010.0,Georg Weizsacker,Georg Weizsacker,pwe277
2153,American Economic Review,2010.0,Archishman Chakraborty,Archishman Chakraborty,pch423
2154,American Economic Review,2010.0,Rick Harbaugh,Rick Harbaugh,pha82
2156,American Economic Review,2010.0,James Berry,James Berry,pbe645
2158,American Economic Review,2010.0,Andrew Ellul,Andrew Ellul,pel137
2159,American Economic Review,2010.0,Marco Pagano,Marco Pagano,ppa56
2161,American Economic Review,2010.0,Fabian Herweg,Fabian Herweg,phe256
2164,American Economic Review,2010.0,Matthew Ellman,Matthew Ellman,pel67
2165,American Economic Review,2010.0,Paul Pezanis-Christou,Paul Pezanis-Christou,ppe35
2167,American Economic Review,2010.0,Nils Kok,Nils Kok,pko380
2168,American Economic Review,2010.0,John M. Quigley,John M. Quigley,pqu1
2170,American Economic Review,2010.0,Roberto Pancrazi,Roberto Pancrazi,ppa621
2171,American Economic Review,2010.0,Martin Uribe,Martin Uribe,pur9
2172,American Economic Review,2010.0,Philippe Chone,Philippe Chone,pch822
2173,American Economic Review,2010.0,Guy Laroque,Guy Laroque,pla208
2174,American Economic Review,2010.0,Jose Apesteguia,Jose Apesteguia,pap14
2175,American Economic Review,2010.0,Ignacio Palacios-Huerta,Ignacio Palacios-Huerta,ppa164
2176,American Economic Review,2011.0,Kenneth J. Arrow,Kenneth J. Arrow,par7
2177,American Economic Review,2011.0,B. Douglas Bernheim,B. Douglas Bernheim,pbe81
2178,American Economic Review,2011.0,Martin S. Feldstein,Martin S. Feldstein,pfe112
2181,American Economic Review,2011.0,Robert M. Solow,Robert M. Solow,pso18
2188,American Economic Review,2011.0,Paolo Surico,Paolo Surico,psu32
2194,American Economic Review,2011.0,Kjetil Storesletten,Kjetil Storesletten,pst4
2196,American Economic Review,2011.0,Martin Eichenbaum,Martin Eichenbaum,pei4
2197,American Economic Review,2011.0,Nir Jaimovich,Nir Jaimovich,pja325
2198,American Economic Review,2011.0,Sergio Rebelo,Sergio Rebelo,pre4
2200,American Economic Review,2011.0,Phillip Leslie,Phillip Leslie,ple710
2202,American Economic Review,2011.0,Paula Bustos,Paula Bustos,pbu250
2203,American Economic Review,2011.0,Olivier Coibion,Olivier Coibion,pco205
2204,American Economic Review,2011.0,Yuriy Gorodnichenko,Yuriy Gorodnichenko,pgo175
2205,American Economic Review,2011.0,Aleksander Berentsen,Aleksander Berentsen,pbe22
2206,American Economic Review,2011.0,Guido Menzio,Guido Menzio,pme246
2207,American Economic Review,2011.0,Randall Wright,Randall Wright,pwr2
2211,American Economic Review,2011.0,Pedro Dal Bo,Pedro Dal Bo,pda45
2215,American Economic Review,2011.0,Johannes Abeler,Johannes Abeler,pab169
2216,American Economic Review,2011.0,Armin Falk,Armin Falk,pfa48
2217,American Economic Review,2011.0,Lorenz Goette,Lorenz Goette,pgo236
2218,American Economic Review,2011.0,David Huffman,David Huffman,phu45
2219,American Economic Review,2011.0,Ernst Fehr,Ernst Fehr,pfe29
2221,American Economic Review,2011.0,Christian Zehnder,Christian Zehnder,pze32
2222,American Economic Review,2011.0,Uwe Dulleck,Uwe Dulleck,pdu12
2223,American Economic Review,2011.0,Rudolf Kerschbamer,Rudolf Kerschbamer,pke324
2224,American Economic Review,2011.0,Matthias Sutter,Matthias Sutter,psu6
2225,American Economic Review,2011.0,Thomas Dohmen,Thomas Dohmen,pdo43
2226,American Economic Review,2011.0,Armin Falk,Armin Falk,pfa48
2227,American Economic Review,2011.0,Levon Barseghyan,Levon Barseghyan,pba303
2229,American Economic Review,2011.0,Joshua C. Teitelbaum,Joshua C. Teitelbaum,pte308
2230,American Economic Review,2011.0,Alessandro Bonatti,Alessandro Bonatti,pbo878
2234,American Economic Review,2011.0,Erik Wengstrom,Erik Wengstrom,pwe90
2235,American Economic Review,2011.0,Mohammed Abdellaoui,Mohammed Abdellaoui,pab230
2236,American Economic Review,2011.0,Aurelien Baillon,Aurelien Baillon,pba869
2237,American Economic Review,2011.0,Laetitia Placido,Laetitia Placido,ppl44
2238,American Economic Review,2011.0,Peter P. Wakker,Peter P. Wakker,pwa205
2240,American Economic Review,2011.0,Ulrike Malmendier,Ulrike Malmendier,pma1397
2242,American Economic Review,2011.0,Wojciech Olszewski,Wojciech Olszewski,pol76
2244,American Economic Review,2011.0,Steffen Huck,Steffen Huck,phu141
2246,American Economic Review,2011.0,Brian Wallace,Brian Wallace,pwa89
2247,American Economic Review,2011.0,Bernardo Guimaraes,Bernardo Guimaraes,pgu115
2249,American Economic Review,2011.0,Francisco Covas,Francisco Covas,pco180
2252,American Economic Review,2011.0,Rosemarie Nagel,Rosemarie Nagel,pna134
2254,American Economic Review,2011.0,Antonio Rangel,Antonio Rangel,pra69
2257,American Economic Review,2011.0,Roberto A. Weber,Roberto A. Weber,pwe237
2258,American Economic Review,2011.0,Meta Brown,Meta Brown,pbr291
2260,American Economic Review,2011.0,Andrew Schotter,Andrew Schotter,psc146
2272,American Economic Review,2011.0,Reinhard Selten,Reinhard Selten,pse24
2273,American Economic Review,2011.0,Thorsten Chmura,Thorsten Chmura,pch621
2274,American Economic Review,2011.0,Sebastian J. Goerg,Sebastian J. Goerg,pgo244
2279,American Economic Review,2011.0,Dale T. Mortensen,Dale T. Mortensen,pmo42
2281,American Economic Review,2011.0,Alessandro Gavazza,Alessandro Gavazza,pga173
2282,American Economic Review,2011.0,Michelle Alexopoulos,Michelle Alexopoulos,pal166
2284,American Economic Review,2011.0,Jonathan Gruber,Jonathan Gruber,pgr20
2285,American Economic Review,2011.0,Gary Charness,Gary Charness,pch205
2287,American Economic Review,2011.0,Kyle Bagwell,Kyle Bagwell,pba409
2288,American Economic Review,2011.0,Robert W. Staiger,Robert W. Staiger,pst85
2289,American Economic Review,2011.0,Claudio Ferraz,Claudio Ferraz,pfe125
2290,American Economic Review,2011.0,Frederico Finan,Frederico Finan,pfi199
2292,American Economic Review,2011.0,Mark J. Roberts,Mark J. Roberts,pro190
2294,American Economic Review,2011.0,Joan Esteban,Joan Esteban,pes64
2295,American Economic Review,2011.0,Debraj Ray,Debraj Ray,pra6
2296,American Economic Review,2011.0,Soren T. Anderson,Soren T. Anderson,pan315
2297,American Economic Review,2011.0,James M. Sallee,James M. Sallee,psa1187
2302,American Economic Review,2011.0,Pierpaolo Benigno,Pierpaolo Benigno,pbe203
2303,American Economic Review,2011.0,Luca Antonio Ricci,Luca Antonio Ricci,pri55
